ID,DESCRIPTION,STATUS,CREATED,WORKER_ID,CHALLENGE,TRIGGERED
3a9ebf97a8954491aeec57567a563530,"The fabric can be fashioned into a display screen that can be rolled up not much unlike the current projector screen, except it will be much higher in definition and quality.",usable,2019-07-23 21:44:37.819,AO33H4GL9KZX9,FABRIC_DISPLAY,[]
0c7f5476cf2b4f74816b79eaeb3126f8,This could be used to create a custom grocery bag that includes the shopping list.,usable,2019-07-29 22:49:35.486,AD70PPBAJSCPV,FABRIC_DISPLAY,"['Wordcount', 'Wordcount']"
7a7c43b295ab431e9ea39b454efd170d,This could allow companies to have employees use this technology for their uniforms customization in order to change it periodically.,usable,2019-07-22 17:48:39.923,A13JMFIKC0UKYS,FABRIC_DISPLAY,[]
d039586353a8458fa7738738a9358de2,the fabric display is used in the restaurant highly which can able to detect the dirt in the clothes.,usable,,,FABRIC_DISPLAY,"['Wordcount', 'sentencestructure4', 'Wordcount', 'sentencestructure4']"
0fa32b195d4e4fb393e5ab7ed1f7b4f9,can recall soldiers or tell them to go. or can tell them who their leader is and stats on who has fallen,usable,,,FABRIC_DISPLAY,[]
a9e59a7a7b2e4e5e9e9a72506fba25ef,making a interactive zoo instead of caging real animals,usable,2019-07-24 15:21:12.109,AQP4PHYDXRBPI,FABRIC_DISPLAY,"['Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount']"
c44d12bb3f3a41b9ae5263ba699c3f28,It can replace a smart watch as a smart sweat band. Fits more snug while not having to be metal or plastic.,usable,2019-07-30 03:25:13.987,A3DKB1786IV19A,FABRIC_DISPLAY,[]
eace47f0b7094930ba2ea9e123511e90,"This touch sensitive fabric should be offered in a variety of styles both casual and dress. Keep in mind the cost as most consumers refuse to pay $100 for a shirt, even a dress shirt. The material must be iron and dry cleaning adaptive, too. I recommend offering plain and graphic casual shirts and permanent press dress shirts, including blouses.",usable,,,FABRIC_DISPLAY,[]
451498758f3b4623aad09e77b2aeb5d9,Make it into a t-shirt so you can have a cool color/image changing shirt,usable,2019-07-24 07:14:33.186,A1EN3FW93BSXQQ,FABRIC_DISPLAY,"['Wordcount', 'Wordcount', 'Wordcount', 'Wordcount']"
b68594d42d5840ef802ad57b480d433f,children's clothing that transmits video to the parents allowing them to check their safety while at school or at a daycare,usable,,,FABRIC_DISPLAY,[]
bc91d035306f4173a4c893bd6b28f605,You can use the fabric to change the look of a room. Give it a different look.,usable,2019-07-24 01:58:42.074,A1ROEDVMTO9Y3X,FABRIC_DISPLAY,"['Wordcount', 'Wordcount']"
12e6a42d1a6242b0948cd96865b115b4,"This could be used for homeless or low-income people who don't have a lot of clothes. Maybe for things like a job interview, where it's important to dress nicely.",usable,,,FABRIC_DISPLAY,[]
88462a197edb4f34b2bee1e40ca9edf4,it will be used in the schools.,usable,,,FABRIC_DISPLAY,"['Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount']"
32f5fabcf93d4c1b8ecef38620e6cc1a,putting it on a park bech to advertise,usable,2019-07-24 15:20:52.53,AQP4PHYDXRBPI,FABRIC_DISPLAY,"['Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount']"
c42ffd43895a407a815bcbec73e80cc0,A video game where people play on the person's shirt in front of them.,usable,2019-07-29 01:01:51.402,A2PXJTMWGUE5DC,FABRIC_DISPLAY,"['Wordcount', 'Wordcount', 'Wordcount', 'Wordcount']"
07a0b4a686f14cec985bd34629a77cb3,It could be located on the jacket sleeve.,usable,,,FABRIC_DISPLAY,"['Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount']"
c99242cb40b54e4188d1558186ffdb52,Play movies on your blanket at bed time in case you don't have a TV in your bedroom.,usable,2019-07-30 01:31:25.273,AHDW0M4017Z8K,FABRIC_DISPLAY,"['Wordcount', 'without verb or adj unigram', 'Wordcount', 'without verb or adj unigram']"
77422f8de437425ea9cbd91135bd41d9,"The fabric could be used in the classroom to present presentations of information, slideshows and enable an easier and smoother learning experience without the need of a projector or computer to run the program. It could be uploaded to a cloud and displayed directly on the fabric, simply changing based on the module being taught.",usable,,,FABRIC_DISPLAY,[]
4281521342ed49b7ac24e2a7d36e2820,A flexible and stretchable durable fabric-based tactile sensor capable of capturing typical human interaction force was developed.,usable,2019-07-24 06:30:59.293,A3NGEIHH9C7VF9,FABRIC_DISPLAY,"['Wordcount', 'Wordcount']"
c4cd209bf4e04acbbc080f3ad6dc5d3a,"
A mousepad that can change color based on how often the mouse goes over certain spots of the mousepad. Basically, a ""heatmap"" for your mouse movements.",usable,2019-07-24 22:44:27.926,A1AKL5YH9NLD2V,FABRIC_DISPLAY,[]
24025a2086174326b03912af8fb298b0,you could put on a counter to change the way the counter top looks,usable,2019-07-24 15:20:19.044,AQP4PHYDXRBPI,FABRIC_DISPLAY,"['Wordcount', 'Wordcount', 'Wordcount', 'Wordcount']"
398538ed24af45e991068cadc42d5631,I would attach that to a Spirograph/kaleidoscope and create patterns for shirts.,usable,,,FABRIC_DISPLAY,"['Wordcount', 'Wordcount', 'Wordcount', 'Wordcount']"
9f22a6e278c443de900b4cb616105766,can warn workers in a dangerous environment that there is an issue a leak or cave in and where it is.,usable,,,FABRIC_DISPLAY,[]
ed9b240e55f04c9e9c3aa56e560354dd,"This could increase safety for police officers and citizens, basically by serving as a body cam",usable,,,FABRIC_DISPLAY,"['Wordcount', 'Wordcount']"
fb916d083bc745919eb23521a788e85c,"
Video wrapping paper",usable,2019-07-25 17:46:39.103,A35D31QHYQUF9V,FABRIC_DISPLAY,"['Charcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'without verb or adj unigram', 'Charcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'without verb or adj unigram']"
4e8c2da0ccf4406e841fce3f9d7561fa,It can be used on cleaning cloths. Once you wipe something down it can give you statistics of what you cleaned up with it.,usable,2019-07-25 03:15:17.59,A2Z70GL7HTFFQR,FABRIC_DISPLAY,[]
ea7c74052e9b447ebbbcd37008514120,A hat that could display different messages.,usable,2019-07-29 01:01:07.041,A2PXJTMWGUE5DC,FABRIC_DISPLAY,"['Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount']"
9e164f4ef2a74a0f9a47c43132050adb,A touch sensitive fabric back drop by photographers allowing much more customer choice,usable,,,FABRIC_DISPLAY,"['Wordcount', 'Wordcount', 'Wordcount', 'Wordcount']"
7fe077287c774b54b1e0dd303d6d3a3f,If you put touch sensitive fabric on desks at schools the fabric could either be used decoratively by the student or as a learning tool by the teachers. It could show the student visuals of the white board for an up close view or it could go over something the child doesn't quiet understand yet.,usable,,,FABRIC_DISPLAY,[]
d88a0a88e13b4851bb77cbc143b7cacf,This technology would be useful for interior design by helping someone come up with paint/wallpaper choices. It could allow the user the ability to see if a color or pattern would look good on the wall before they fully committed to it.,usable,,,FABRIC_DISPLAY,[]
c53bd09e0e614d409db793cc22ebc293,A touch sensitive fabric could be used as an ever changing completely customizable wall hanging in homes or businesses,usable,,,FABRIC_DISPLAY,"['Wordcount', 'Wordcount']"
82ff8f00bd6643fcb83eb7ecb0c7fe9c,It might make a good material for Halloween to be used as part of a costume to give it an interesting look.,usable,2019-07-23 01:31:16.71,AC6Y70F8YSHJN,FABRIC_DISPLAY,[]
7251b614fe094dc8aac66daf7d5cc1ad,"Decorations within your home could be changed on the fly. For example, you could be on a date with someone who says they hate the color green. Too bad for you, your entire house is various shades of green - like a hilly upholstered field. Luckily, you have a device to fix that. You ask what color she likes instead, then slyly program that color into your app. By the time dinner is over and she agrees to come over, you will have a beautiful wave of blue meet you both at the door. She will never know you loved green.",usable,,,FABRIC_DISPLAY,[]
c65917c6e43b4bfe9e92992aac8b708d,A big piece of fabric can be used to make a slideshow display for a birthday party or other event.,usable,2019-07-30 01:27:13.624,AHDW0M4017Z8K,FABRIC_DISPLAY,[]
608f2d253a19418b9d36cc7fc23fabae,"This could be used to attach to a child's wall and allow the child to watch shows. By being a fabric, a parent doesn't have any type of safety concerns and it is very easy as a portable device. A parent could bring along on vacations, trips, even routine chores in a vehicle and use on the back of the fronts seats and children could watch shows on the trips. It also could be used to keep a child busy when there are other places a parent goes, but wants an easy way to entertain child. The fabric could be available in a variety of shapes, sizes and easily foldable.",usable,,,FABRIC_DISPLAY,[]
6c7d4f3c4c364e4889b49c95058adad9,I could see how too videos being used by projecting a step by step guide on how to fix or operate things directly onto something so you actually see the steps being done right in front of you on the actual object you are trying to operate or fix.,usable,,,FABRIC_DISPLAY,[]
8578e3f1701f443ca727af667e3c1a81,"This could be used when shopping and shopper could use it when they see an item they like, but don't want to try on the item, so they could use it to change colors. Which could also be used with other products beyond clothing.",usable,,,FABRIC_DISPLAY,[]
57ea26b0a9164f728bc76bb34f6132dc,The fabric display can be attached to shirts or dresses to create dazzling displays or patterns for exciting night club performances.,usable,2019-07-29 23:34:58.415,AKZ8SFOAI4RZN,FABRIC_DISPLAY,[]
b0ef0ec057e140bfbfa389dfabf4da77,Possibly this could be used as a first aid device to treat wounds. It could be used by an injured person to create a bandage of appropriate size and material to treat an injury to a particular area of their body.,usable,2019-07-27 05:03:11.776,A2WGW5Y3ZFBDEC,FABRIC_DISPLAY,[]
ec41188c526b45af8c694cf59127cfea,"When one is watching sports, there's need to record what is going on. A technology that allows one to take photos just by wearing a fabric could help one take photos and images of various sporting activities without any struggle.",usable,,,FABRIC_DISPLAY,[]
6e11abdc55664c4eb912e3223186fce4,"You could make a shirt for children that flashes bright lights and images of their parents on their shirt with a phone number in case they become lost somewhere like a grocery store.  When not active, it could have a cool design kids would like.",usable,,,FABRIC_DISPLAY,[]
362fe77435424bb78a181a0f8b0edc2d,"A large screen touch system for people who need that, such as the mentally disabled. ",usable,2019-07-29 00:59:05.647,A2PXJTMWGUE5DC,FABRIC_DISPLAY,"['Wordcount', 'Wordcount']"
c09f6881cb334d6f9bef5c37e03b3c6d,"It could be used in training animals, or young children, to execute different tasks. It could begin with one color, or pattern, that attracts them, and instantly changed into another that signals a correct response on their part, or an undesirable one, so that they get immediate feedback on whether what they did was a desired behavior, or one to avoid.",usable,2019-07-27 05:12:40.793,A2WGW5Y3ZFBDEC,FABRIC_DISPLAY,[]
3bf475ab89ff4edf881e48eabd664397,"doctors could work in the field and have real time displays of ct scans, xrays , ect",usable,,,FABRIC_DISPLAY,"['Wordcount', 'Wordcount']"
1b6bef96a53b424c88348e4254ecb37b,The fabric display can show the price of shirts and clothing instead of price tags. This will make it easy to adjust the price of shirts without having to manually replace price tags.,usable,2019-07-29 23:37:37.315,AKZ8SFOAI4RZN,FABRIC_DISPLAY,[]
a878e3031db14480850e692d207397c4,gift stuffed animals for parties or showers or whatever that can display custom made videos or picture slideshows,usable,2019-07-28 23:56:12.808,A31A4YKVSOYRVS,FABRIC_DISPLAY,"['Wordcount', 'Wordcount']"
4180a4b963f2413e83639f22051123e2,use it on sidewalks for childrens games.,usable,,,FABRIC_DISPLAY,"['Wordcount', 'Wordcount', 'Wordcount', 'without verb or adj', 'without verb or adj unigram', 'Wordcount', 'Wordcount', 'Wordcount', 'without verb or adj', 'without verb or adj unigram']"
88ea66cfb8b048509572e66dfbc704d2,"
gloves",unusable,2019-07-22 17:23:49.088,AVPW7AXI9AFSM,FABRIC_DISPLAY,"['Charcount', 'Charcount', 'Charcount', 'Charcount', 'Charcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'without verb or adj', 'without verb or adj unigram', 'Charcount', 'Charcount', 'Charcount', 'Charcount', 'Charcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'without verb or adj', 'without verb or adj unigram']"
dfe36b1493cd4a07a89d114c309a7438,"For long distance calls, you could have a fabric screen connected to the phone through wireless technology, and see a large picture of the person you are talking to thousands of miles away. It would be a lot more lifelike and personal than just seeing them on a small cell phone screen.",usable,,,FABRIC_DISPLAY,[]
85ecf6b95d6c406882b93aa51e2ab2e5,It could be used in the theater for scenery or the closing curtain.,usable,,,FABRIC_DISPLAY,"['Wordcount', 'Wordcount', 'Wordcount', 'Wordcount']"
6974b3933a9c49b588a9582c4bc19028,Your backpack can turn into a entertainment with one touch and with the built in speakers you can be the life of the party.  All you have to do is tap once and it powers on your backpack. Tap twice for the radio to start streaming from your backpack. Tap three times and you will be able to watch television right from your backpack.,usable,,,FABRIC_DISPLAY,[]
526b5137273b4c569337647ba0a87f1e,be able to to display advertising material on mobile locations,usable,,,FABRIC_DISPLAY,"['Wordcount', 'Wordcount', 'Wordcount', 'Wordcount']"
2c25891682ba4c1c8df09c550f69c98e,"The US military could use this fabric display on airplanes, tanks, troops, boats, and other equipment to camouflage from the enemies.",usable,,,FABRIC_DISPLAY,[]
0993ae07b1cf47249d8e786249c62e37,this could be huge for gaming where you could project your portable games to a large screen no matter where you are.,usable,,,FABRIC_DISPLAY,[]
cd4c8593c1d847409244941f0d70d9d7,Could be used on hats to change the design by touch.,usable,2019-07-25 22:09:51.006,A19R9046KFC12H,FABRIC_DISPLAY,"['Wordcount', 'Wordcount', 'Wordcount', 'Wordcount']"
372df59eb572462da750db26bc898de9,This could be used in place of current giftwrap to allow for a truly customized experience.,usable,2019-07-29 22:37:39.889,AD70PPBAJSCPV,FABRIC_DISPLAY,"['Wordcount', 'Wordcount']"
b6d5f418482147869b33bec97f959a3d,This could be used with coats to allow them to be more reflective and protective in bad conditions by displaying messages.,usable,2019-07-29 22:39:51.219,AD70PPBAJSCPV,FABRIC_DISPLAY,[]
1525693bcd0843d88da417da009d7e04,This can be used as a shower curtain to be able to change the design periodically. ,usable,2019-07-22 17:57:39.201,A13JMFIKC0UKYS,FABRIC_DISPLAY,"['Wordcount', 'Wordcount']"
548ebe7fb5704ed7838cd913cafce932,"If the demand is high enough, people could make these for families or friends.",usable,,,FABRIC_DISPLAY,"['Wordcount', 'Wordcount', 'Wordcount', 'Wordcount']"
936da6e152724ec3ad4a256e8740547d,the fabric could be used to replace traditional xray images in hospitals,usable,2019-07-24 08:20:52.58,AQ9Y6WD8O72ZC,FABRIC_DISPLAY,"['Wordcount', 'Wordcount', 'Wordcount', 'Wordcount']"
5d7489a7b4364a1aac7f4915ac27b6f7,A table cloth useful for people who sell things at trade shows that display prices or details about the item laid out on the table.  It could also show demonstrations of the item in use.,usable,2019-07-28 21:14:30.486,A3LPHYONE222OY,FABRIC_DISPLAY,[]
31d4da478d8c45d28987adf70c808d42,You could use the touch on it to draw patterns on cloth that lights up to touch.,usable,,,FABRIC_DISPLAY,"['Wordcount', 'Wordcount']"
f2a5961c989d49e2bfa39bcc76f44503,Children's iPad equivalent.,usable,2019-07-22 17:42:59.52,AUFUUD4WG9CVO,FABRIC_DISPLAY,"['Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount']"
d7733c0894c641c885418aa3f006256b,"Lightweight, customizable photo frames, that can't be broken.",usable,2019-07-22 17:39:16.732,AUFUUD4WG9CVO,FABRIC_DISPLAY,"['Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount']"
38491d0b81174c6c87ac4f249ef16185,Restaurants could have their table cloths with this material to display menus or to show your order status.,usable,,,FABRIC_DISPLAY,"['Wordcount', 'Wordcount']"
284c11dd48e540d4864896f121e18ff6,"
yoga pants",unusable,2019-07-22 17:23:37.628,AVPW7AXI9AFSM,FABRIC_DISPLAY,"['Charcount', 'Charcount', 'Charcount', 'Charcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'without verb or adj', 'without verb or adj unigram', 'Charcount', 'Charcount', 'Charcount', 'Charcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'without verb or adj', 'without verb or adj unigram']"
16d51699d5344de585fdf5d8855a2537,It could be used in the classroom to help teach students or help them with research.,usable,,,FABRIC_DISPLAY,"['Wordcount', 'Wordcount']"
7d00e56df89942cba0f5378c21c1adcb,It could be added as badges onto clothing to better reflect someone's name or title or purpose or role and allow for a changing nature because it can be amended and altered.,usable,,,FABRIC_DISPLAY,[]
12b2a0319e0d4907a05a5851a0ca652b,"
You could program your running outfit to flash brightly colored warnings and images to let others know of your presence. ",usable,2019-07-24 14:16:44.101,A2YGAEODJ5SSF6,FABRIC_DISPLAY,[]
c2f655d4775046b6aa6fbaa201e5e9bf,Dynamic clothing. Changing colors and patterns on the fly.,usable,,,FABRIC_DISPLAY,"['Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount']"
59ecb4c227054c189bdb077b633acaf6,This tech could be applied to cloths to make overweight people look skinnier. Like those infomercial tighteners or even give someone a full 6 pack of abs. or just compliment the form a bit.,usable,2019-07-29 00:59:00.514,A11FRLH5KWRLBV,FABRIC_DISPLAY,[]
2037dc2ff9824798b6daa4fbdf6c2149,"The information could be displayed around supermarkets and shopping centers using this fabric as an easy way of updating the prices, sales etc of products and could easily be changed and adapted requiring less manual labor in this area and allowing for more labor to be focused at  the ground levels where it is more needed.",usable,,,FABRIC_DISPLAY,[]
2ebdb51ed3be4c5b8cabf018d50f3b89,can watch while cooking to tweak or change the recipe on the fly or watch step by step or even get the new recipe while preparing food.,usable,,,FABRIC_DISPLAY,[]
9081f87ce025408eabd81464b2a7301f,This fabric could be used to make baby blanket or children's blankets that can be nightlight type blankets or stars/planetary visualizations at night for bedtime. Also if the scale could be changed to a smaller surface area then the blanket could be folded over and used like a screen to hold in their lap and watch videos in the car or just when they are lounging. If there was a port/plug for some headphones that would awesome. I'm sure with Bluetooth that the video connector could include sound as well so that headphones or earbuds could be used.,usable,2019-07-22 22:55:06.224,A293CEKS4HJAWT,FABRIC_DISPLAY,[]
7d10c93709094db59c499f550fcad1e3,"In emergencies, the display can be connected to the shirt of an accident victim and it could display instructions how to perform certain procedures like chest compressions so that less trained individuals could respond to accidents.",usable,2019-07-29 23:26:53.377,AKZ8SFOAI4RZN,FABRIC_DISPLAY,[]
d6c03386efe442d2b429103fbb478e32,"Could allow businesses greater building flexibility, as it could act as a ""window"" on a building with little or no windows, which could then allow a friendlier looking building exterior for potential customers and pedestrians.",usable,2019-07-24 23:35:34.998,A3BFMY5OX2WMUW,FABRIC_DISPLAY,[]
968a9fbf5a344268abe040785f8ff85b,"Could be used like an advertising board in local businesses, allowing users to post ads with their phone, and users to inquire about ads with their phones.",usable,2019-07-25 17:55:45.659,ARE37A8I60U7S,FABRIC_DISPLAY,[]
0979f8db2dda415a9b1134825ee988b4,You could make new tabletop games that use displays instead of cards or a board,usable,2019-07-26 00:46:12.201,AP4750DK7PU1B,FABRIC_DISPLAY,"['Wordcount', 'Wordcount']"
0ac9d9cdce0c4a18b480a5d73780ba15,"clothes could become much more complex, you could change the style of your clothing with a touch.  could make your own designs and people could be much more individualistic through their designs.",usable,,,FABRIC_DISPLAY,[]
225bc18a07d54bc897ab185e0b511157,The technology could be used in prisons or for the infirm to brighten rooms and give them whatever images they wanted to see.,usable,2019-07-23 23:19:35.608,A2ZYUU30WYDYI0,FABRIC_DISPLAY,[]
4abb83ea277c449697345c52f42612b3,"Major stadiums could be overhauled to carry this tech and that way when a stadium is multipurpose could easily be changed to represent the event, for example, baseball games would show the home teams colors but when the stadium is used for another purpose it could quickly be shifted to show for example, a performer playing at the stadium, or a local event or a politician speaking etc.",usable,,,FABRIC_DISPLAY,[]
bbb87b74a285486b978a1b5e660319bd,You could have a journal on your bed sheets and write in it before sleep and have it save to a cloud.,usable,2019-07-26 22:22:31.747,A2EKR2ZFO10VMV,FABRIC_DISPLAY,[]
db7ab138cb3c4bef8eb5e39ebabd1d08,"The technology could be used for flags and other designs at sporting events, such as at victory ceremonies, making it easier to have everything ready for the athletes.",usable,2019-07-23 23:18:09.614,A2ZYUU30WYDYI0,FABRIC_DISPLAY,[]
3e92992fa97644b0b16f83457566f255,"If you forgot to wear a certain kind of clothing for work, just change it with this technology. If you have to wear a white shirt, but wore black, just change it to a white shirt. ",usable,2019-07-25 22:09:57.896,A2R0YYUAWNT7UD,FABRIC_DISPLAY,[]
b629204c6e624f0fa3ee0a303c3ac273,Make a TV screen which can be rolled up like an old fashioned projector screen.,usable,2019-07-29 20:44:21.766,AIK9IRPT4M848,FABRIC_DISPLAY,"['Wordcount', 'Wordcount']"
a4ef3584381b480fa4f8124deb39258c,"
flags",unusable,2019-07-22 17:23:21.858,AVPW7AXI9AFSM,FABRIC_DISPLAY,"['Charcount', 'Charcount', 'Charcount', 'Charcount', 'Charcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'without verb or adj', 'without verb or adj unigram', 'Charcount', 'Charcount', 'Charcount', 'Charcount', 'Charcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'without verb or adj', 'without verb or adj unigram']"
70032b10c7ac4bb4b0c1671de6f32038,watch disabled children on the playground so they can have some freedom,usable,,,FABRIC_DISPLAY,"['Wordcount', 'Wordcount', 'Wordcount', 'Wordcount']"
c153a1604a13486faa59fcf5743ebe68,A thing you can place in you under garments to pick up body guidance for the future in heath,unusable,2019-07-28 18:02:39.138,AH31QLJ57XC8W,FABRIC_DISPLAY,"['Wordcount', 'Wordcount']"
6963867d840a47d29f94498d60b7bae5,for outdoor trip the fabric display will be used to entertain.,usable,,,FABRIC_DISPLAY,"['Wordcount', 'Wordcount', 'Wordcount', 'Wordcount']"
05981c11d5e04bed8b25bd16f6197b02,"It could be used for being really sneaky, like Harry Potter's cloak of invisibility- if made to cover the whole body, the body could act like an octopus and just project the visuals of whatever is around, protecting the user. This could be good for military stuff but also for getting people to safety in really dangerous situations.",usable,,,FABRIC_DISPLAY,[]
b8f9b89c1426499bb3444f3025299504,This could be used on car interiors on headrests and dashboards to provide GPS or entertainment and games.,usable,2019-07-22 17:44:29.542,A13JMFIKC0UKYS,FABRIC_DISPLAY,"['Wordcount', 'Wordcount']"
ffe89a954e0e4ed8b308bd682a820a80,It could be put on runner's clothes so when they run at night it will display and be used as a safety measure.,usable,2019-07-26 00:40:30.831,AP4750DK7PU1B,FABRIC_DISPLAY,[]
eea76e70c09242d5ad57820e57d54ade,Incorporate it into clothing that allows people to show videos or photos on their outfit.,usable,,,FABRIC_DISPLAY,"['Wordcount', 'Wordcount']"
5ba7623ecb6046e9855b781b1b7d7dd7,"Your pillow could have this technology, and you could tap to make rolling clouds go by slowly, or you could watch a soothing babbling brook in nature as you go to sleep.",usable,,,FABRIC_DISPLAY,[]
929b899375d34f17b8120b0367d09b78,"Could be useful for decorating a home, in which walls allow for an attachment of fabric quickly and easily, allowing for easier replacements to aesthetic damage of walls (smoke, marks on walls, etc). This would also allow people to choose colors of walls, patterns, and possibly eliminate the need for multiple lights in a room (could change brightness to mimic lamps and change mood lighting).",usable,2019-07-24 23:24:55.789,A3BFMY5OX2WMUW,FABRIC_DISPLAY,[]
f42381d9904f4f0eb63dfe7bf16553d1,"It could be used as a play mat for kids. It could display different board games or car race track or doll play town ,etc.",usable,2019-07-29 19:16:46.479,A27353U3GOR77W,FABRIC_DISPLAY,[]
f3bc1e3734d34d3ca395f5d953df9fd6,We could position this fabric display across main streets and use it to advertise.,usable,,,FABRIC_DISPLAY,"['Wordcount', 'Wordcount', 'Wordcount', 'Wordcount']"
2dacbfa2812f41c6a2aabd2586b4faaa,You could make incredibly large theater displays using fabric that could be easily taken down and moved.,usable,2019-07-26 00:36:22.685,AP4750DK7PU1B,FABRIC_DISPLAY,"['Wordcount', 'Wordcount']"
0b901af81ec44837b6c6a62a0ffa1e61,"Dynamic camouflage like the predator's defensive capabilities to reflect his atmosphere or for the wizard fans out there, an invisible cloak. Special forces and industrial espionage could take their information gathering efforts to a whole new frontier with the ability to use chameleon like reflexes to constantly adjust and blend into the surroundings. ",usable,2019-07-27 00:13:45.543,A3HE29W5IDR394,FABRIC_DISPLAY,[]
027f8c3fc6c14faba46c480580b5c150,You could have a bandage that could alert you to the healing process of your wound or injury or alert you if a bandage needs changed.,usable,2019-07-26 22:14:39.79,A2EKR2ZFO10VMV,FABRIC_DISPLAY,[]
2612b53ba74a416dabbfb6a1f2742d56,Use it with a teddy bear so that its expressions and colors can be changed.,usable,2019-07-30 03:31:17.807,A3DKB1786IV19A,FABRIC_DISPLAY,"['Wordcount', 'Wordcount']"
33a287eba0b648a78c5bef2e6499e63a,For store owners to change up the looks of their walls. With this fabric they can change it around and make the business different.,usable,2019-07-24 01:56:34.345,A1ROEDVMTO9Y3X,FABRIC_DISPLAY,[]
