ID,CHALLENGE,CREATED,DESCRIPTION,HIT_ID,STATUS,WORKER_ID,LENGTH,SPAM
http://purl.org/innovonto/ideas/chi19s1/396,TCO,,robots with interactive skins,,usable,,,
d54110268ac1478bb352f8848f6fda6b,cscw19-1-imageAndDescription-label,2019-03-23 09:41:38.705,we need to improve the gadgets in upper level class in all our countries,39O0SQZVJNELXR9DX9F1N9L3JXT7RX,unreviewed,A3L2UXYEVOU5UI,72,spam
7baefa5fa90b4391875a7967848de326,cscw19-1-image-label,2019-03-23 10:55:48.296,"A car is a wheeled motor vehicle used for transportation. Most definitions of car say they run primarily on roads, seat one to eight people, have four tires, and mainly transport people rather than goods. Cars came into global use during the 20th century, and developed economies depend on them.",3ZUE82NE0A8SUF9NGJ7DKK3FRTOF8X,unreviewed,ALBWW1QT4IPU2,295,spam
http://purl.org/innovonto/ideas/chi19s1/223,TCO,,"digital medical personal medical history
",,unusable,,,
http://purl.org/innovonto/ideas/chi19s1/205,TCO,,"Interactive picture that would display art from a particular artist, say a picture that displays Dali.",,usable,,,
http://purl.org/innovonto/ideas/chi19s1/204,TCO,,A microwave or fridge that will make what ever food you want by simply touching it.,,usable,,,
2c024513224b41b093da6ebb6a3225ea,cscw19-1-description-label,2019-03-23 10:44:27.084,"Coffee is a brewed drink prepared from roasted coffee beans, the seeds of berries from certain Coffea species. The genus Coffea is native to tropical Africa and Madagascar, the Comoros, Mauritius, and Réunion in the Indian Ocean",3JVP4ZJHDPZUMH6AMN0JU2APON4I04,unreviewed,A3HKX6MMLYJPWX,228,spam
76a58d97462b413ebec06b0da9f81ce7,cscw19-1-description-label,2019-03-23 10:53:25.512,Drawing is a form of visual art in which a person uses various drawing instruments to mark paper or another two-dimensional medium.,3JVP4ZJHDPZUMH6AMN0JU2APON4I04,unreviewed,A3HKX6MMLYJPWX,131,spam
6f1ea9b83bd4437295befcba5cae6f47,cscw19-1-imageAndDescription-label,2019-03-13 13:47:21.209,An idea is eat healthy food,3VLL1PIENQV1KON3OCQGKY9XIYFZOR,unusable,A2L9G4YBBC7Z99,27,spam
http://purl.org/innovonto/ideas/chi19s1/278,TCO,,A big touch display on your door so that you can open it with a code and not use a key.,,usable,,,
968e680733334aa9b9b1259ba1d8c8ef,cscw19-1-imageAndDescription-label,2019-03-13 13:51:40.005,An idea is improve sports,3VLL1PIENQV1KON3OCQGKY9XIYFZOR,unusable,A2L9G4YBBC7Z99,25,spam
4e990667f35a4d3ebc3b68b957452064,cscw19-1-description-label,2019-03-13 22:04:01.298,A touch screen door,3IHWR4LC7DKC46BDHRDYNHG77GHI8I,unusable,A1RCQT5Z8PHTWJ,19,ham
7a694ff300b346c699fd103caa4ba3d2,cscw19-1-imageAndDescription-label,2019-03-23 22:57:22.179," Users can project their desktop onto a flat surface and control it with ... But here's what's really cool: To control it you simply tap on the projected image. ... It could help stores display interactive product information after ... ""By making it possible to turn any surface into a touch screen",3VGZ74AYTGN0KIVV8FT04RZAIZHCG7,unreviewed,A1PT6264PIYFCI,298,spam
cbd13494f762421790d7fec8339e34e6,cscw19-1-description-label,2019-03-23 10:56:41.554,"Animals are multicellular eukaryotic organisms that form the biological kingdom Animalia. With few exceptions, animals consume organic material, breathe oxygen, are able to move, can reproduce sexually, and grow from a hollow sphere of cells, the blastula, during embryonic development. ",3JVP4ZJHDPZUMH6AMN0JU2APON4I04,unreviewed,A2P2SUJ6F18W1B,287,spam
98b6c69883da4db4910660ebdfd67904,cscw19-1-imageAndDescription-label,2019-03-23 23:07:18.471," RELATED TAGS: GADGETS ... “Yeah, I can feel it getting smoother,” says Quintanilla, who is blind. The touch pad in his hands displays a snowy, frosted window that his finger wipes smoother with every pass. ... Israr is part of a community of researchers working to make touch screens more, well, touchable.",3VGZ74AYTGN0KIVV8FT04RZAIZHCG7,unreviewed,A1PT6264PIYFCI,307,spam
http://purl.org/innovonto/ideas/chi19s1/227,TCO,,A teddy bear for toddlers that helped them tap what they wanted to say before they have the ability to speak. You could have pictures of objects.,,usable,,,
http://purl.org/innovonto/ideas/chi19s1/175,TCO,,"Display on car door to unlock Display on windshield for speed, temperature Display on clothes to change size, color",,usable,,,
http://purl.org/innovonto/ideas/chi19s1/328,TCO,,Put it on a wall in your home. ,,usable,,,
1ad013f2780f4ac7bb4a27b3aefa5e49,cscw19-1-imageAndDescription-label,2019-03-21 12:14:58.289,fashion designer important also same as many design set this page.,37Y5RYYI0PCRDLFHUBJ47I3N7RISXQ,unreviewed,AG5HAUJJV4OCY,66,spam
http://purl.org/innovonto/ideas/chi19s1/56,TCO,,On a window to allow you to view a better landscape if you don't like your real view,,usable,,,
ec90ebbe843d4cc0853746069bbd1a51,cscw19-1-imageAndDescription-label,2019-03-13 13:45:43.051,An idea is plants,3VLL1PIENQV1KON3OCQGKY9XIYFZOR,unusable,A2L9G4YBBC7Z99,17,spam
http://purl.org/innovonto/ideas/chi19s1/389,TCO,,"he two products are completely different. Surface is a multi-touch and vision system that uses cameras to sense what is on the table, where it is and what it is doing",,unusable,,,
http://purl.org/innovonto/ideas/chi19s1/131,TCO,,Put it on walls in schools to replace chalk boards and make learning more interactive.,,usable,,,
http://purl.org/innovonto/ideas/chi19s1/368,TCO,,A touch display could be added to windows to set automated opening and locking times without the use of in-home smart equipment. ,,usable,,,
6f8a88179d734e2aad115a28de14c3e1,cscw19-1-imageAndDescription-label,2019-03-23 23:18:15.754,"If your guy wins, good luck in the socialist system you will be living in, Denise! ... When the people of America have to line up for flu shots, and get turned away ... So, wouldn't it be WAAAY cool if The Sox (MA) won the ALCS, the Astros (TX) won the ...... Just imagine how shocked they will be come winter and all the plows are ...",3W5PY7V3UPENENM1CDWSYVJ9DFGJYQ,unreviewed,A2DHLRV1OE925A,335,spam
http://purl.org/innovonto/ideas/chi19s1/254,TCO,, Lamp That Can Read Your Mind - It Turns The Color You're Thinking About,,unusable,,,
http://purl.org/innovonto/ideas/chi19s1/255,TCO,,A Car That Can Drive Through Fires And Temperatures Exceeding 600 Degrees,,unusable,,,
http://purl.org/innovonto/ideas/chi19s1/222,TCO,,"instant gps
",,unusable,,,
http://purl.org/innovonto/ideas/chi19s1/243,TCO,,Captured on film: the moment Prince Charles turned on Diana forever,,unusable,,,
0565c635a138495fa6d540c133b3a599,cscw19-1-imageAndDescription-label,2019-03-13 13:53:36.775,An idea create daily life chart,3VLL1PIENQV1KON3OCQGKY9XIYFZOR,unusable,A2L9G4YBBC7Z99,31,spam
7bd99dc72ce242f99900d33901d805fd,cscw19-1-description-label,2019-03-23 10:55:02.618,"Jewellery or jewelry consists of small decorative items worn for personal adornment, such as brooches, rings, necklaces, earrings, pendants, bracelets, and cufflinks. Jewellery may be attached to the body or the clothes",3JVP4ZJHDPZUMH6AMN0JU2APON4I04,unreviewed,A3AGF9EJPNNZH5,219,spam
http://purl.org/innovonto/ideas/chi19s1/203,TCO,,making all walls touchscreen so you can call or text someone without a phone,,usable,,,
1124f93813c94fca9b52cb83d5c0a236,cscw19-1-imageAndDescription-label,2019-03-13 14:14:21.103,An idea about using waste gas as fuel.,3VLL1PIENQV1KON3OCQGKY9XIYFZOR,unusable,AGC3T6724JUAF,38,spam
http://purl.org/innovonto/ideas/chi19s1/235,TCO,,A touch display microwave.,,usable,,,
http://purl.org/innovonto/ideas/chi19s1/415,TCO,,"Your car is already able to call for help when an accident occurs, but within a few years, it’ll tip paramedics off to probable injuries too. E.M.T.’s would know the likelihood of internal bleeding or traumatic head injury, for example, before arriving on the scene, which would help them decide whether to move you to a Level 1 trauma center or a standard emergency room. Researchers at the University of Michigan International Center for Automotive Medicine have created the predictive models by cross-referencing the crash data provided by sensors on cars, like speed and location of impact, with 3-D scans of accident victims. Tamara Warren",,unusable,,,
8d6e1cd5a33448c6b7d3932b8a8c44fe,cscw19-1-description-label,2019-03-23 11:33:16.849,i like my husband,3JVP4ZJHDPZUMH6AMN0JU2APON4I04,unreviewed,A3AS3TZQF4X6ZK,17,spam
http://purl.org/innovonto/ideas/chi19s1/417,TCO,,"a floor touch screen where you spray on the floor and it tells you how many foot steps there has been in that room on that day along with the weather and the amount of cleaning needed for the day on that floor.
",,usable,,,
http://purl.org/innovonto/ideas/chi19s1/169,TCO,,an eyeglass case that holds multiple pairs of eyeglasses,,unusable,,,
e741b6fe30f84987908df9e8b22351af,cscw19-1-image-label,2019-03-23 10:25:18.309,"A mobile phone, cell phone, cellphone, or hand phone, sometimes shortened to simply mobile, cell or just phone, is a portable telephone that can make and receive calls over a radio frequency link while the user is moving within a telephone service area",3ZUE82NE0A8SUF9NGJ7DKK3FRTOF8X,unreviewed,AXHFWTX0LTTOP,252,spam
http://purl.org/innovonto/ideas/chi19s1/443,TCO,,"i work in machinery maintenance, we have to work in some very difficult environments where it is not always possible to take the machine manuals etc with us. I would use this coating to turn machine label boards into touch screen displays that will provide us with all the information about the machine.",,usable,,,
http://purl.org/innovonto/ideas/chi19s1/252,TCO,,Australian golfer Jarrod Lyle dies after long battle with cancer,,unusable,,,
http://purl.org/innovonto/ideas/chi19s1/433,TCO,,"you can leave a note on some money that you are paying someone with about what you would like to tip them like if you are in a restaruant
",,usable,,,
http://purl.org/innovonto/ideas/chi19s1/81,TCO,,Touchscreen food machine that will personalize food options to create.,,unusable,,,
http://purl.org/innovonto/ideas/chi19s1/8,TCO,,"vanity or bathroom mirror that shows news, time, weather, sports",,usable,,,
http://purl.org/innovonto/ideas/chi19s1/177,TCO,,Display on the window that can change to be tinted Display on light switch for luminosity,,usable,,,
http://purl.org/innovonto/ideas/chi19s1/23,TCO,,Interactive tables,,usable,,,
8585e82a766b43d6a7e3a9b7dc45051b,cscw19-1-imageAndDescription-label,2019-03-21 12:22:58.568,vegetables on the sequence to the products system service to the pages. ,37Y5RYYI0PCRDLFHUBJ47I3N7RISXQ,unreviewed,AG5HAUJJV4OCY,72,spam
http://purl.org/innovonto/ideas/chi19s1/211,TCO,,Turn anything into a remote control,,usable,,,
http://purl.org/innovonto/ideas/chi19s1/436,TCO,,Gadgets gave something about the display so we can access the display  that one can make touch display.,,unusable,,,
f3644efdbe7b4e9faac7925644a74ab2,cscw19-1-imageAndDescription-label,2019-03-23 09:39:27.532,we can also introduce some of the healthy and taste juice for increase the product  quality,39O0SQZVJNELXR9DX9F1N9L3JXT7RX,unreviewed,ABI7LAZ5192UL,91,spam
http://purl.org/innovonto/ideas/chi19s1/200,TCO,,Turn the entrances of sports stadiums into fingerprint required areas.,,usable,,,
http://purl.org/innovonto/ideas/chi19s1/289,TCO,,"you could turn a blank wall into a pc gamers dream monitor and make it so that if you held a special game weapon you could play CoD or that sort of game interactively and make it feel as if you were actually there
",,usable,,,
http://purl.org/innovonto/ideas/chi19s1/446,TCO,,Adding a touch display to your television. Able to swipe channels and zoom in and out of things.,,usable,,,
http://purl.org/innovonto/ideas/chi19s1/158,TCO,,A table covered so you can touch remote.,,usable,,,
6109c962153445898e4426e1d4b0d733,cscw19-1-image-label,2019-03-22 16:07:22.689,A smart glove that can act as a phone or multimedia device.,36FFXPMST9VFT3N9IQK9KR5SMDRHOM,unreviewed,A2RUHO7I7Y4XFA,59,ham
http://purl.org/innovonto/ideas/chi19s1/301,TCO,,Apply to baby strollers so you can browse while working out. ,,usable,,,
http://purl.org/innovonto/ideas/chi19s1/327,TCO,,Spray it on your bathroom mirror. You could accomplish tasks while getting ready in the morning. ,,usable,,,
http://purl.org/innovonto/ideas/chi19s1/62,TCO,,"A touch display in the restroom on the wall near the toilet so when you are using the toilet, you can browse the internet,",,usable,,,
ed72f5330cfb401b8f504a444a766814,cscw19-1-imageAndDescription-label,2019-03-21 11:00:16.619,creative the folk song collection.,37Y5RYYI0PCRDLFHUBJ47I3N7RISXQ,unreviewed,A3P9BLJVSMDRBZ,34,spam
http://purl.org/innovonto/ideas/chi19s1/22,TCO,,Smart clothes,,usable,,,
http://purl.org/innovonto/ideas/chi19s1/210,TCO,,"A wall can become a new smart tv or touch capable monitor, you can basically have movie theater screen in your house. ",,usable,,,
http://purl.org/innovonto/ideas/chi19s1/397,TCO,,smart homes,,usable,,,
http://purl.org/innovonto/ideas/chi19s1/127,TCO,,A wall that will allow children to draw without damaging the wall. ,,usable,,,
http://purl.org/innovonto/ideas/chi19s1/281,TCO,,I would most definitely make a special coating with different color background to use in kids rooms with a frame. The frames can come in different sizes,,usable,,,
http://purl.org/innovonto/ideas/chi19s1/324,TCO,,"Automatic toothpaste dispenser. Holds your toothpaste, and keeps track of how much toothpaste is in the tube and you can set how much toothpaste to dispense.",,unusable,,,
ad0a365d2b4d4c31af5437aa301aed04,cscw19-1-image-label,2019-03-22 16:02:31.304,A ball that was coated so that it's like a controller shape like an orb,36FFXPMST9VFT3N9IQK9KR5SMDRHOM,unreviewed,A2RUHO7I7Y4XFA,71,ham
http://purl.org/innovonto/ideas/chi19s1/233,TCO,,A touch display window which could control automated blinds and window locks.,,usable,,,
http://purl.org/innovonto/ideas/chi19s1/208,TCO,,"You can use the area on your desk where the keyboard goes and instead of the keyboard, the area itself can become a touch screen keyboard.",,usable,,,
4cfe6d28c5e540dfa1ef29c22045fb90,cscw19-1-imageAndDescription-label,2019-03-23 09:32:31.046,the new ways or treatment to avoid brainstrom have to  develop in technology,39O0SQZVJNELXR9DX9F1N9L3JXT7RX,unreviewed,ABI7LAZ5192UL,76,spam
http://purl.org/innovonto/ideas/chi19s1/393,TCO,,"running track that has a cool display as you run on it, plays music to the beat of footsteps",,usable,,,
http://purl.org/innovonto/ideas/chi19s1/129,TCO,,On tables at restaurants so the menu is always availalbe to view.,,usable,,,
6795ff11176e453ab826080bfff1bb52,cscw19-1-imageAndDescription-label,2019-03-12 12:55:12.189,paly cricket,testhit,unreviewed,testworker,12,spam
http://purl.org/innovonto/ideas/chi19s1/312,TCO,,laptop touch screen,,usable,,,
36d631660f564eeda7939a0df8e5ce0f,cscw19-1-image-label,2019-03-23 09:38:27.755,THE DISPLAY IS IMPORTANT IN THE PHONE,3ZUE82NE0A8SUF9NGJ7DKK3FRTOF8X,unreviewed,A2FCT2TWW60S1S,37,spam
a108198f97114f45aedfe491e7ed57fc,cscw19-1-imageAndDescription-label,2019-03-23 10:56:31.569,"Animals are multicellular eukaryotic organisms that form the biological kingdom Animalia. With few exceptions, animals consume organic material, breathe oxygen, are able to move, can reproduce sexually, and grow from a hollow sphere of cells, the blastula, during embryonic development",3JVP4ZJHDPZUMH6AMN0JU2APON4I04,unreviewed,AHDY3BLTTUYFG,285,spam
http://purl.org/innovonto/ideas/chi19s1/248,TCO,,The Wiggles Emma Watkins announces exciting news,,unusable,,,
d0f0dcffd6424419b38651a07cbdf34b,cscw19-1-imageAndDescription-label,2019-03-21 11:02:39.353,creative an romantic movie collection.,37Y5RYYI0PCRDLFHUBJ47I3N7RISXQ,unreviewed,A3P9BLJVSMDRBZ,38,spam
http://purl.org/innovonto/ideas/chi19s1/428,TCO,,"it can be used on walls as TV, Computer screens",,usable,,,
http://purl.org/innovonto/ideas/chi19s1/220,TCO,,You can people turn the floor in your workout spot into a display that foresees all the activities you are doing and calculate calories.,,usable,,,
bab5492513da4880ba2c44a273d0ceba,cscw19-1-imageAndDescription-label,2019-03-23 09:34:22.762,keep it in  a chair for make some drawings,39O0SQZVJNELXR9DX9F1N9L3JXT7RX,unreviewed,A2IQ7D8VNHWVN3,42,spam
a531470846fa428da9d42ccd9a9ccc65,cscw19-1-imageAndDescription-label,2019-03-23 09:36:52.197,a main think is that to reduce a number of person affected by it,39O0SQZVJNELXR9DX9F1N9L3JXT7RX,unreviewed,ABI7LAZ5192UL,64,spam
http://purl.org/innovonto/ideas/chi19s1/355,TCO,,Place coating on student desks for study and notes.,,usable,,,
5776443cf6544d5f852b6862d5bcd26c,cscw19-1-description-label,2019-03-23 22:49:29.493,"In your career, you may say goodbye to good friends too often. ..... build systems that are entirely inward-facing, such as to make one machine ..... to imagine how those following these lines of thinking could compromise so .... We see incredibly less of the finished products, and we don't get the same level of feedback, at all, ...",3W5PY7V3UPENENM1CDWSYVJ9DFGJYQ,unreviewed,APHQB0WGRUJTB,335,spam
2350d4c8f4974d97b1c840870b627f76,cscw19-1-imageAndDescription-label,2019-03-21 11:06:58.932,creative the new album song.,37Y5RYYI0PCRDLFHUBJ47I3N7RISXQ,unreviewed,A3P9BLJVSMDRBZ,28,spam
http://purl.org/innovonto/ideas/chi19s1/183,TCO,,Put the coating on car tires to display air pressure,,usable,,,
dac712652f0045f6ad174e138aa6978d,cscw19-1-imageAndDescription-label,2019-03-23 10:44:28.717,"a written or printed work consisting of pages glued or sewn together along one side and bound in covers, a bound set of blank sheet.",3JVP4ZJHDPZUMH6AMN0JU2APON4I04,unreviewed,AHDY3BLTTUYFG,132,spam
aae1b3c361474c4cb1dd475fc8971bc6,cscw19-1-description-label,2019-03-23 10:51:42.405,"Birds, also known as Aves, are a group of endothermic vertebrates, characterised by feathers, toothless beaked jaws, the laying of hard-shelled eggs, a high metabolic rate, a four-chambered heart, and a strong yet lightweight skeleton.",3JVP4ZJHDPZUMH6AMN0JU2APON4I04,unreviewed,A3HKX6MMLYJPWX,235,spam
d1840c86eb60449a9b10fdd7047fa19b,cscw19-1-imageAndDescription-label,2019-03-12 16:39:45.932,"I would build a sweater that would have high powered rechargeable batteries in it that are powered by solar power when you are outside. This sweater would have a touch screen user interface on the front portion of the sweater. On the user interface it would display the current temperature, recommended comfort temperature that you can set the sweater to warm up to, and your preset custom temperatures that you like the most. With the touch of a button on the touch screen the sweater would warm you up to the desired temperature and would adjust the temperature based on whatever the ambient temperature is (such as putting out less heat when it detect's that the ambient temperature has risen). ",3P7RGTLO6EKHTPUGESIOWO1FP7EAKV,unreviewed,A2WQT33K6LD9Z5,698,ham
http://purl.org/innovonto/ideas/chi19s1/162,TCO,,can turn vending machines into touch machines.,,usable,,,
7f0d835966824ce7ba8cf9fad98fc661,cscw19-1-image-label,2019-03-22 22:27:55.225,"Use on cupboard doors, and the refrigerator, to be able to lock the doors to keep people from eating between meals.",36FFXPMST9VFT3N9IQK9KR5SMDRHOM,unreviewed,A2O7V3NTBF9RRE,115,ham
http://purl.org/innovonto/ideas/chi19s1/292,TCO,,"a window pane in the transom at your front door could be used to enter security codes to arm/disarm the alarm and unlock doors
",,usable,,,
http://purl.org/innovonto/ideas/chi19s1/100,TCO,,fitting room virtually with a touch display. You could try on shirts virtually and adjust it to your liking with the touch display,,usable,,,
http://purl.org/innovonto/ideas/chi19s1/86,TCO,,You could use the coating to put on your desk and use that instead of a keyboard.,,usable,,,
http://purl.org/innovonto/ideas/chi19s1/290,TCO,,"you could have a section of the countertop in the kitchen where you could just use your finger to write a grocery list
",,usable,,,
http://purl.org/innovonto/ideas/chi19s1/431,TCO,,"The Internet is not merely connecting computers together for the benefit of humans; it’s connecting humans together to reinvent labor. This opens terrific opportunities along with real worries. Soon we’ll have to question whether an earnest-looking group of protesters with hand-lettered signs is genuine or simply rapidly convened as a paid flash mob: a crowdsourced crowd. We’ll be able to one-click shop for cheering throngs or protests at a particular location on a moment’s notice, indistinguishable from genuine collective sentiment. A house can be surveilled and a spouse tailed because an online bounty has been put out for anyone nearby to take a photo of the building at a particular address, or to “follow that car.”",,unusable,,,
http://purl.org/innovonto/ideas/chi19s1/304,TCO,,Apply to swing sets or play yard equipment for browsing out of doors. ,,usable,,,
6c53b40f09064e60b16c8bf37d837869,cscw19-1-imageAndDescription-label,2019-03-23 09:29:02.138,brain strom disease have been increased today,39O0SQZVJNELXR9DX9F1N9L3JXT7RX,unreviewed,ABI7LAZ5192UL,45,spam
667e0b90c97a49bcacee5a5cafb4940a,cscw19-1-imageAndDescription-label,2019-03-21 12:21:38.716,food idea brainstorm idea products system gadgets. ,37Y5RYYI0PCRDLFHUBJ47I3N7RISXQ,unreviewed,AG5HAUJJV4OCY,51,spam
ebf1d35472a34a9bbf9baf770c5d3356,cscw19-1-description-label,2019-03-13 21:45:32.369,A touch screen refrigerator. ,3IHWR4LC7DKC46BDHRDYNHG77GHI8I,unusable,A1RCQT5Z8PHTWJ,29,ham
84ac384f48d44748948d7c9ab597f4ba,cscw19-1-description-label,2019-03-13 21:48:45.521,A touch screen kitchen table,3IHWR4LC7DKC46BDHRDYNHG77GHI8I,unusable,A1RCQT5Z8PHTWJ,28,ham
http://purl.org/innovonto/ideas/chi19s1/439,TCO,,Products have any type of glass. That can make the touch display. Actually maximum product have glass types.,,unusable,,,
0a41d6da5b3340c6937d818e87d004c7,cscw19-1-imageAndDescription-label,2019-03-23 10:56:49.655, Use it on Divide a large living.,39O0SQZVJNELXR9DX9F1N9L3JXT7RX,unreviewed,A2MR1H3PV0EDDR,33,ham
aeee9a44ca7743e9844e9489ba5a9d47,cscw19-1-image-label,2019-03-23 23:05:31.933,GREAT,3L7SUC0TTU1GI0W172YBMVH65WWM0W,unreviewed,AMJ9AF7IG3E5T,5,spam
http://purl.org/innovonto/ideas/chi19s1/385,TCO,,I would choose products and assemble or make to all the surface into a touch display type. Because that have some of features in the products.,,unusable,,,
http://purl.org/innovonto/ideas/chi19s1/192,TCO,,"Cover the interior of autonomous vehicles with it as a secondary control system, in case the autonomous system fails.",,usable,,,
http://purl.org/innovonto/ideas/chi19s1/308,TCO,,Apply to kitchen cabinets for displaying recipes while cooking. ,,usable,,,
9c001fffd571480092ade08ec90cb476,cscw19-1-imageAndDescription-label,2019-03-13 13:49:43.44,An idea is plants,3VLL1PIENQV1KON3OCQGKY9XIYFZOR,unusable,A2L9G4YBBC7Z99,17,spam
http://purl.org/innovonto/ideas/chi19s1/325,TCO,,Put it on your refrigerator to leave notes for people.,,usable,,,
http://purl.org/innovonto/ideas/chi19s1/437,TCO,,"You could coat a coffee table with the touch display on the top. You could use this to display a TV channel guide
",,usable,,,
263514acbf274f3fa793d2e0469bbb34,cscw19-1-imageAndDescription-label,2019-03-12 12:49:48.028,some country ,testhit,unreviewed,testworker,13,spam
http://purl.org/innovonto/ideas/chi19s1/275,TCO,,Couch with touch display in the middle so you can change the channel more conveniently.,,usable,,,
http://purl.org/innovonto/ideas/chi19s1/408,TCO,,A touch display glove could be convenient. ,,usable,,,
http://purl.org/innovonto/ideas/chi19s1/64,TCO,,A touch screen display on the kitchen counter so you can look up recipes or cooking videos while cooking.,,usable,,,
5e50792400d541a0a358d6234a26c0c7,cscw19-1-imageAndDescription-label,2019-03-16 15:10:25.776,how are you,testhit,unreviewed,testworker,11,spam
http://purl.org/innovonto/ideas/chi19s1/353,TCO,,Turn road signs into touchscreens for navigation and local information retrieval.,,usable,,,
http://purl.org/innovonto/ideas/chi19s1/99,TCO,,You could turn your front yard into any location you want to be or to create a dance floor and have a party ,,unusable,,,
2f2ec920bcdf4a2a8a8e4a0c93b58623,cscw19-1-imageAndDescription-label,2019-03-13 14:12:59.278,An idea about jet engines.,3VLL1PIENQV1KON3OCQGKY9XIYFZOR,unusable,AGC3T6724JUAF,26,spam
http://purl.org/innovonto/ideas/chi19s1/398,TCO,,"One area where the technology falls behind is accuracy. Electrick isn’t as well-suited for writing or sketching as other touchpads, but with a margin of error of one centimeter it’s a fine alternative for simple buttons and sliders. ",,unusable,,,
c43670582d194f4682f759ed838e9402,cscw19-1-description-label,2019-03-23 10:58:12.58,"At fictional Princeton Plainsboro Teaching Hospital in New Jersey, prickly genius Dr. Gregory House tackles health mysteries as would a medical Sherlock Holmes, all the while playing mind games with colleagues that include his best friend, oncologist James Wilson. House, an acerbic infectious diseas",3JVP4ZJHDPZUMH6AMN0JU2APON4I04,unreviewed,A3AGF9EJPNNZH5,300,spam
http://purl.org/innovonto/ideas/chi19s1/409,TCO,,A touch display briefcase or backpack would be multifunctional.,,usable,,,
5e3e2a118c18404982482cb76255a87b,cscw19-1-imageAndDescription-label,2019-03-12 16:20:54.686,Make the back of bus and airplane seats into interactive screens for entertainment.,3P7RGTLO6EKHTPUGESIOWO1FP7EAKV,unreviewed,A2OVX9UW5WANQE,83,ham
d15d5c5364f84e21a95b688027271ef2,cscw19-1-imageAndDescription-label,2019-03-21 11:10:08.914,create the mother love song.,37Y5RYYI0PCRDLFHUBJ47I3N7RISXQ,unreviewed,A3P9BLJVSMDRBZ,28,spam
http://purl.org/innovonto/ideas/chi19s1/447,TCO,,You could apply it on normal screen to make it become a touchscreen,,usable,,,
http://purl.org/innovonto/ideas/chi19s1/336,TCO,,refrigerator door could have keyboard for adding items to a grocery list,,usable,,,
http://purl.org/innovonto/ideas/chi19s1/418,TCO,,"The first is permanent sunblock. No one likes putting the stuff on, so there should be a one-time treatment that embeds the skin with a permanent level of S.P.F. 30, akin to having Lasik eye surgery once and then forgetting about it. Sunburn vanquished like smallpox. The other is the “brain map” — a technology that maps out every neural connection in your mind and then, effectively, stores your brain on your hard drive",,unusable,,,
http://purl.org/innovonto/ideas/chi19s1/159,TCO,,Can turn a blackboard or a map into touch objects controlling them.,,usable,,,
http://purl.org/innovonto/ideas/chi19s1/14,TCO,,a touchscreen computer desk with windows operating system,,usable,,,
http://purl.org/innovonto/ideas/chi19s1/161,TCO,,Connecting it to your phone so you can upload pictures to it.,,usable,,,
http://purl.org/innovonto/ideas/chi19s1/164,TCO,,can make floors and walls touch with options.,,usable,,,
http://purl.org/innovonto/ideas/chi19s1/25,TCO,,A car dashboard that you can control all of your cars settings from,,usable,,,
892648aa581b4e7eb9fb09b9cc5c31db,cscw19-1-description-label,2019-03-23 10:44:46.323,"Cosmetics are substances or products used to enhance or alter the appearance of the face or fragrance and texture of the body. Many cosmetics are designed for use of applying to the face, hair, and body. ",3JVP4ZJHDPZUMH6AMN0JU2APON4I04,unreviewed,A2P2SUJ6F18W1B,204,spam
