ID,CHALLENGE,CREATED,DESCRIPTION,HIT_ID,STATUS,WORKER_ID,LENGTH,SPAM
http://purl.org/innovonto/ideas/chi19s1/138,TCO,,Sports bars tables could become individual televisions. ,,usable,,,
http://purl.org/innovonto/ideas/chi19s1/334,TCO,,the sidelight window next to a front door could have a touchpanel keypad for keyless entry,,usable,,,
http://purl.org/innovonto/ideas/chi19s1/121,TCO,,i would make an auotcleaning option,,unusable,,,
00b553fcc0ca4615a801bdd7da892375,cscw19-1-imageAndDescription-label,2019-03-12 10:59:33.396,Shoes,322ZSN9Z5GR1UJ4MZ0J1X2KYC354T4,unreviewed,A1053TFZ0N36YJ,5,spam
http://purl.org/innovonto/ideas/chi19s1/444,TCO,,I would provide this to teachers who can now turn white boards into large touch screens which would improve their teaching efficiency manifold. ,,usable,,,
e0acd37f9eb34ff398c1cdb0a2929324,cscw19-1-imageAndDescription-label,2019-03-23 10:43:29.565,use it on door living the room,39O0SQZVJNELXR9DX9F1N9L3JXT7RX,unreviewed,A2MR1H3PV0EDDR,30,ham
http://purl.org/innovonto/ideas/chi19s1/168,TCO,,touch display appliances,,unusable,,,
http://purl.org/innovonto/ideas/chi19s1/338,TCO,,drafting desk,,usable,,,
http://purl.org/innovonto/ideas/chi19s1/58,TCO,,On kitchen cabinets and it could display what's inside without opening them,,usable,,,
68733615021048f0be4e6250362a546f,cscw19-1-description-label,2019-03-13 20:19:26.479,I would put it on refrigerators. A person could check the contents and temperature without opening it.,3IHWR4LC7DKC46BDHRDYNHG77GHI8I,unreviewed,A2P53AN2M8IWFP,102,ham
d1912a535ea34b74948cc36060735444,cscw19-1-description-label,2019-03-23 11:33:58.231,my work is very hard,3JVP4ZJHDPZUMH6AMN0JU2APON4I04,unreviewed,A3AS3TZQF4X6ZK,20,spam
http://purl.org/innovonto/ideas/chi19s1/101,TCO,,Touch display on a desk so the mouse and keyboard would be directly on the desk. ,,usable,,,
8ae759bdba5944f7a3b4e45e5ac9b022,cscw19-1-imageAndDescription-label,2019-03-19 10:41:22.637,THE SYSTEM AND TECHNOLOGY HAVE IMPROVRD,3IJ95K7NDXJJBMSMX52EK2TMH19NGA,unreviewed,ABI7LAZ5192UL,39,spam
http://purl.org/innovonto/ideas/chi19s1/77,TCO,,Touchscreen table that could serve as a computer.,,usable,,,
809f1f0e25e74ea8b2098509a37c7b34,cscw19-1-description-label,2019-03-23 10:52:40.06,"DescriptionNature, in the broadest sense, is the natural, physical, or material world or universe. ""Nature"" can refer to the phenomena of the physical world, and also to life in general. The study of nature is a large, if not the only, part of science.",3JVP4ZJHDPZUMH6AMN0JU2APON4I04,unreviewed,A3HKX6MMLYJPWX,252,spam
f86eb3fed4bc4e4ba92d444b98c4eebe,cscw19-1-image-label,2019-03-23 09:57:43.331,"A recipe is a set of instructions that describes how to prepare or make something, especially a culinary dish. It is also used in medicine or in information technology. ",3ZUE82NE0A8SUF9NGJ7DKK3FRTOF8X,unreviewed,A3QMED18F7JJWE,169,spam
24bca9119f4647239b084fd2e0f19105,cscw19-1-imageAndDescription-label,2019-03-21 10:59:39.429,creative the melody song collection.,37Y5RYYI0PCRDLFHUBJ47I3N7RISXQ,unreviewed,A3P9BLJVSMDRBZ,36,spam
http://purl.org/innovonto/ideas/chi19s1/166,TCO,,"my idea is for a truly indestructible dog toy that has a squeaker inside.  the toy needs to be flexible enough to make the squeaker work, but not so pliable that it can be easily chewed",,unusable,,,
http://purl.org/innovonto/ideas/chi19s1/407,TCO,,An entire wall or room could be a touch display. I'm thinking an entire interactive room. A bigger room could potentially become an IMAX movie theater. ,,usable,,,
http://purl.org/innovonto/ideas/chi19s1/67,TCO,,A touch screen display in the garage tool bench so you can watch videos on repair or fix something. ,,usable,,,
4efaa9bf8fc64a019b8c3ce3182be8cb,cscw19-1-imageAndDescription-label,2019-03-23 23:32:39.374,"Design and Discovery is a curriculum that can be implemented in ... bicycles to think about systems and components in a product they might ..... Look at the 1B Handout: The Design Process, and have students take turns reading ...... electrons can be rubbed from one surface to another where they build up as static electricity;.[PDF]",3FTID4TN8L5T9DA1FY85EAW1H4LLYU,unreviewed,A2D7V4E7TCYOZF,333,spam
a74f92f60d9f4c94bc234498d4f8cb27,cscw19-1-imageAndDescription-label,2019-03-23 23:19:30.985," Bill Gates will demo a new multi-touch computer and interface today called ... the touch screen hardware setup itself; the corresponding software to ... TouchWall and Plex are superficially similar to Microsoft Surface, ... and a the system worked fine (I'm trying to get Microsoft to release ..... All rights reserved.",3FTID4TN8L5T9DA1FY85EAW1H4LLYU,unreviewed,A2D7V4E7TCYOZF,320,spam
http://purl.org/innovonto/ideas/chi19s1/427,TCO,,"Plastic frames were tried back in the ’90s, but they were too heavy. The materials and technology have improved. Thermoplastics are cheap and practically impervious to the elements.",,unusable,,,
http://purl.org/innovonto/ideas/chi19s1/178,TCO,,"Display to rearrange furniture in your home without moving it yourself display on furniture to change color, size, shape display on coffee-table for coaster like protection, news",,usable,,,
http://purl.org/innovonto/ideas/chi19s1/160,TCO,,Make it so each board in a certain area will all display the same thing so you can all leave each other notes.,,usable,,,
d11b008d5d784228bdb9852a1562703c,cscw19-1-imageAndDescription-label,2019-03-24 00:01:30.63," Users can project their desktop onto a flat surface and control it with ... But here's what's really cool: To control it you simply tap on the projected image. ... It could help stores display interactive product information after ... ""By making it possible to turn any surface into a touch screen, we eliminate the need for ...",3W5PY7V3UPENENM1CDWSYVJ9DFGJYQ,unreviewed,A1V595KBP0VLEO,329,spam
49dd49c21a1740d78af3d3e1a451d0fe,cscw19-1-imageAndDescription-label,2019-03-23 09:41:52.299,make phone cover using colour paper,39O0SQZVJNELXR9DX9F1N9L3JXT7RX,unreviewed,A2IQ7D8VNHWVN3,35,spam
http://purl.org/innovonto/ideas/chi19s1/401,TCO,,A hidden room in your home. The display would have to be applied by the homeowner,,usable,,,
90ffb278dd374b78a561411f00aee2a0,cscw19-1-image-label,2019-03-23 11:01:50.931,i like food it is healthy,3ZUE82NE0A8SUF9NGJ7DKK3FRTOF8X,unreviewed,ADX8Y4UXA4IDA,25,spam
http://purl.org/innovonto/ideas/chi19s1/375,TCO,,A out of the box door lock system along with inside the house locker system can be done with great uses for sure,,usable,,,
http://purl.org/innovonto/ideas/chi19s1/88,TCO,,Make the menus at restaurants be touch display right on the table at restaurants.,,usable,,,
32c11a523e0b4ebd8e8fce1443480cf4,cscw19-1-description-label,2019-03-23 10:46:09.77,"A bag is a common tool in the form of a non-rigid container. The use of bags predates recorded history, with the earliest bags being no more than lengths of animal skin, cotton, or woven plant fibers, folded up at the edges and secured in that shape with strings of the same material. ",3JVP4ZJHDPZUMH6AMN0JU2APON4I04,unreviewed,A3HKX6MMLYJPWX,285,spam
http://purl.org/innovonto/ideas/chi19s1/360,TCO,,Apply to walls of home for anywhere access,,usable,,,
1acedbc795b5479ca75fe7c9b19f4b89,cscw19-1-image-label,2019-03-23 09:34:10.307,THE COOL PRODUCT IS GOOD FOR HEALTH,3ZUE82NE0A8SUF9NGJ7DKK3FRTOF8X,unreviewed,A2FCT2TWW60S1S,35,spam
http://purl.org/innovonto/ideas/chi19s1/399,TCO,,clothes can interact with your phone and computer,,usable,,,
http://purl.org/innovonto/ideas/chi19s1/419,TCO,,"that coating could be used on human body like arm, hand etc",,usable,,,
http://purl.org/innovonto/ideas/chi19s1/7,TCO,,"coffee table that allows you to control your TV, music, home automation, etc",,usable,,,
http://purl.org/innovonto/ideas/chi19s1/139,TCO,,Spray on a wall to play videos games.,,usable,,,
http://purl.org/innovonto/ideas/chi19s1/263,TCO,,A Washing Machine That Uses Tiny Beads Instead Of Water To Remove Stains,,unusable,,,
bfa15428f6e240dab6b168a98ae989cb,cscw19-1-imageAndDescription-label,2019-03-13 13:46:22.137,An idea is plants,3VLL1PIENQV1KON3OCQGKY9XIYFZOR,unusable,A2L9G4YBBC7Z99,17,spam
http://purl.org/innovonto/ideas/chi19s1/329,TCO,,Put it on your purse. You would always have access to a display screen and could take notes where ever you go. ,,usable,,,
d001f17ff1fb4bbbafa5452f3a18d0e8,cscw19-1-imageAndDescription-label,2019-03-13 14:17:32.852,Touch screen car window.,3VLL1PIENQV1KON3OCQGKY9XIYFZOR,unusable,AGC3T6724JUAF,24,ham
c5f475db1e524d7d954646929d50e62e,cscw19-1-image-label,2019-03-23 11:14:43.169,i like movie  watching in theater,3ZUE82NE0A8SUF9NGJ7DKK3FRTOF8X,unreviewed,ADX8Y4UXA4IDA,33,spam
http://purl.org/innovonto/ideas/chi19s1/231,TCO,,On the outside of headphones to increase the volume.,,usable,,,
http://purl.org/innovonto/ideas/chi19s1/319,TCO,,touch screen stand mixer that can display recipes and check off ingredients as you put them in,,usable,,,
ade7ae3d4a0d4a279d1aa061640687d8,cscw19-1-image-label,2019-03-23 10:40:16.35,"The domestic dog is a member of the genus Canis, which forms part of the wolf-like canids, and is the most widely abundant terrestrial carnivore.",3ZUE82NE0A8SUF9NGJ7DKK3FRTOF8X,unreviewed,ALBWW1QT4IPU2,145,spam
http://purl.org/innovonto/ideas/chi19s1/125,TCO,,"Restaurant menu, when you see something you want to order you swipe it and the waiting staff will bring it to your table. ",,usable,,,
4bacdd6c3d5141b182d93cb231c71b5a,cscw19-1-imageAndDescription-label,2019-03-23 23:28:59.293,"This time around, GE Aviation will build the backup electrical power system, ... body on a Boeing 737 — to turn a coil inside an induced magnetic field in the generator ... GE's BuG puts out 50 kilowatts of power from each of the 777X's two engines ... “If you're using backup power, you're going to have to go without a movie,” ...",3FTID4TN8L5T9DA1FY85EAW1H4LLYU,unreviewed,A2D7V4E7TCYOZF,332,spam
8e6bb4735ce8418cb0cadea95855ac02,cscw19-1-imageAndDescription-label,2019-03-23 09:46:43.532,brain storm people need to more awareness  about disease ,39O0SQZVJNELXR9DX9F1N9L3JXT7RX,unreviewed,A3L2UXYEVOU5UI,57,spam
6bd030a18e9343adb846cfa3111ef405,cscw19-1-description-label,2019-03-23 09:33:53.177,Use it on furniture using bed.,3JVP4ZJHDPZUMH6AMN0JU2APON4I04,unreviewed,AUPRMVUM25CSP,30,ham
eb586ad04dff4169b8752791134011a9,cscw19-1-imageAndDescription-label,2019-03-23 23:04:53.18,"A toy coated with material that turns its surface sensitive to touch. ... “For the first time, we have been able to take a can of spray paint and put",3VGZ74AYTGN0KIVV8FT04RZAIZHCG7,unreviewed,A1PT6264PIYFCI,149,spam
c1cd18efb3bd45b4b8493a5da19809c4,cscw19-1-imageAndDescription-label,2019-03-21 12:10:47.775,movies created in director on the process.many information gathered in nice images.,37Y5RYYI0PCRDLFHUBJ47I3N7RISXQ,unreviewed,AG5HAUJJV4OCY,83,spam
d652496c67b241c09a4d0f090681e3ed,cscw19-1-imageAndDescription-label,2019-03-13 13:54:07.757,An idea is plants,3VLL1PIENQV1KON3OCQGKY9XIYFZOR,unusable,A2L9G4YBBC7Z99,17,spam
0b36b9c28cf141c7ad49b2f3e92b5bd3,cscw19-1-description-label,2019-03-23 10:50:55.265,"Cosmetics are substances or products used to enhance or alter the appearance of the face or fragrance and texture of the body. Many cosmetics are designed for use of applying to the face, hair, and body.",3JVP4ZJHDPZUMH6AMN0JU2APON4I04,unreviewed,A1IV1O890FN1QA,203,spam
http://purl.org/innovonto/ideas/chi19s1/232,TCO,,digital ceiling to show stars or other destinations ,,unusable,,,
0d8ca59ffd1c4e88a01c69fe38344715,cscw19-1-description-label,2019-03-23 10:40:10.482,"The cat is a small carnivorous mammal. It is the only domesticated species in the family Felidae and often referred to as the domestic cat to distinguish it from wild members of the family. The cat is either a house cat, kept as a pet, or a feral cat, freely ranging and avoiding human contact",3JVP4ZJHDPZUMH6AMN0JU2APON4I04,unreviewed,A3HKX6MMLYJPWX,293,spam
http://purl.org/innovonto/ideas/chi19s1/152,TCO,,Make a refrigerator have a touch panel to control things in it.,,usable,,,
1717290a6ca644a3aae0b3c7920e4ab2,cscw19-1-imageAndDescription-label,2019-03-13 14:15:18.763,an idea about fridge screen.,3VLL1PIENQV1KON3OCQGKY9XIYFZOR,unusable,AGC3T6724JUAF,28,ham
b7f07dccab1740899c2796805b920378,cscw19-1-image-label,2019-03-23 11:00:15.467,"Gold is a chemical element with symbol Au and atomic number 79, making it one of the higher atomic number elements that occur naturally. In its purest form, it is a bright, slightly reddish yellow, dense, soft, malleable, and ductile metal. Chemically, gold is a transition metal and a group 11 element. ",3ZUE82NE0A8SUF9NGJ7DKK3FRTOF8X,unreviewed,ALBWW1QT4IPU2,304,spam
http://purl.org/innovonto/ideas/chi19s1/119,TCO,,"a gps tracking device to find it
a vibration system",,unusable,,,
http://purl.org/innovonto/ideas/chi19s1/429,TCO,,I have a new idea to develop a bluetooth pendrive so that we can transfer files between pendrives through bluetooth,,unusable,,,
021f894ebee64537b689414c48502da0,cscw19-1-description-label,2019-03-19 12:01:23.182,touch wall to change temperature,3IJ95K7NDXJJBMSMX52EK2TMH19NGA,unreviewed,A1IBQ7MUUTWLS9,32,ham
http://purl.org/innovonto/ideas/chi19s1/425,TCO,,"Your spandex can now subtly nag you to work out. A Finnish company, Myontec, recently began marketing underwear embedded with electromyographic sensors that tell you how hard you’re working your quadriceps, hamstring and gluteus muscles. It then sends that data to a computer for analysis. Although the skintight shorts are being marketed to athletes and coaches, they could be useful for the deskbound. The hope, according to Arto Pesola, who is working on an advanced version of the sensors, is that when you see data telling you just how inert you really are, you’ll be inspired to lead a less sedentary life. Gretchen Reynolds",,unusable,,,
http://purl.org/innovonto/ideas/chi19s1/244,TCO,,Australian golfer Jarrod Lyle dies after long battle with cancer,,unusable,,,
http://purl.org/innovonto/ideas/chi19s1/218,TCO,,you can put on the backside of your phone to make a double screen phone and very unwieldy to hold. ,,usable,,,
1cf10a5a2aaa4879861358184fe3c4d3,cscw19-1-description-label,2019-03-23 10:57:21.633,A hospital is a health care institution providing patient treatment with specialized medical and nursing staff and medical equipment.,3JVP4ZJHDPZUMH6AMN0JU2APON4I04,unreviewed,A3HKX6MMLYJPWX,133,spam
7211015cfba24b33a377b815c4d70f33,cscw19-1-description-label,2019-03-23 10:43:01.241,"A car is a wheeled motor vehicle used for transportation. Most definitions of car say they run primarily on roads, seat one to eight people, have four tires, and mainly transport people rather than goods. Cars came into global use during the 20th century, and developed economies depend on them. ",3JVP4ZJHDPZUMH6AMN0JU2APON4I04,unreviewed,A2P2SUJ6F18W1B,296,spam
http://purl.org/innovonto/ideas/chi19s1/136,TCO,,It can be applied to a yoga mat to show the exact positions your body should be in for certain poses.,,usable,,,
b8ccafe0699148f1b44d2cc3523a0a7f,cscw19-1-description-label,2019-03-23 10:50:25.642,"Bike is a British motorcycling magazine that was established and edited by journalist Mark Williams in 1971, originally as a one-off Car magazine special. Taking a leaf out of Car magazine's book, Bike published ""Giant Tests"", namely, head to head comparison tests, which were innovative at the time",3JVP4ZJHDPZUMH6AMN0JU2APON4I04,unreviewed,A3HKX6MMLYJPWX,299,spam
23082e731ca846ae9a72e61d4e6bd149,cscw19-1-imageAndDescription-label,2019-03-12 16:29:07.407,Entire desktops could be used as a computer display.,3P7RGTLO6EKHTPUGESIOWO1FP7EAKV,unreviewed,A2OVX9UW5WANQE,52,ham
http://purl.org/innovonto/ideas/chi19s1/87,TCO,,make your work desk have a spot right next to you that is a touch pad for your phone.,,usable,,,
http://purl.org/innovonto/ideas/chi19s1/339,TCO,,A fully interactive tabletop. This could be used for gaming or just having a large work area with multiple windows. ,,usable,,,
http://purl.org/innovonto/ideas/chi19s1/237,TCO,,A touch display mattress that could control firmness.,,usable,,,
39ba8d3fd2d64e779e0c8713e379ed42,cscw19-1-imageAndDescription-label,2019-03-13 14:26:03.339,touch screen plates,3VLL1PIENQV1KON3OCQGKY9XIYFZOR,unusable,AGC3T6724JUAF,19,ham
http://purl.org/innovonto/ideas/chi19s1/126,TCO,,A door handle that turns on your lights when you open the door at night. ,,usable,,,
http://purl.org/innovonto/ideas/chi19s1/245,TCO,,‘New woman’: Brynne Edelsten's epic transformation photo,,unusable,,,
http://purl.org/innovonto/ideas/chi19s1/372,TCO,,"A touch display could be added to the bathroom shower tile in order to more finely tune the shower water temperature, pressure, spray format etc. ",,usable,,,
http://purl.org/innovonto/ideas/chi19s1/21,TCO,,A more interactive smartwatch,,usable,,,
http://purl.org/innovonto/ideas/chi19s1/310,TCO,,TV screen,,usable,,,
931a25a6ef1d43dc848d811292dad18c,cscw19-1-image-label,2019-03-23 22:39:04.583,MY IDEA IS TO UNIQUE OUR SELF,3L7SUC0TTU1GI0W172YBMVH65WWM0W,unreviewed,AMJ9AF7IG3E5T,29,spam
21934357d90e455cb5fdd32d0e52160e,cscw19-1-image-label,2019-03-23 10:19:17.681,"Art is a creative activity that expresses imaginative or technical skill. It produces an artifact, also called a work of art, for others to experience. Those who do this are called artists. They hope to affect the emotions of people who experience it",3ZUE82NE0A8SUF9NGJ7DKK3FRTOF8X,unreviewed,AXHFWTX0LTTOP,250,spam
http://purl.org/innovonto/ideas/chi19s1/61,TCO,,A bed that you could have a touch display on it.  This would be used to move the bed and contour it with the touch screen to make it most comfortable.,,usable,,,
d8cab41a48e044c9816f25a81cde162b,cscw19-1-imageAndDescription-label,2019-03-21 11:05:15.469,creative the romantic song collection.,37Y5RYYI0PCRDLFHUBJ47I3N7RISXQ,unreviewed,A3P9BLJVSMDRBZ,38,spam
af5f0ebf0755473cb72780f1f3477fab,cscw19-1-imageAndDescription-label,2019-03-23 09:35:52.423,cut a bottle to make it as a stand,39O0SQZVJNELXR9DX9F1N9L3JXT7RX,unreviewed,A2IQ7D8VNHWVN3,34,spam
c497d9b29fcd4bdfb8aa948deeedca91,cscw19-1-image-label,2019-03-23 09:40:02.653,THE BUILDING IS VERY VERY MUST AND TO MAKE THE GOOD QUALITY PRODUCT AND THIS IS MUST,3ZUE82NE0A8SUF9NGJ7DKK3FRTOF8X,unreviewed,A2FCT2TWW60S1S,84,spam
http://purl.org/innovonto/ideas/chi19s1/420,TCO,,"You could use the coating on the front of back of books that indicate the page numbers of important passages or when you starting reading the point or it could have a timer that shows each time you starting and stopped reading the book. The coating would allow you to take notes that would always be with the book when you carry it around
",,usable,,,
eab376d74c4448e09b84b8c4d48e7a89,cscw19-1-imageAndDescription-label,2019-03-23 10:50:13.398,"Nature is a British multidisciplinary scientific journal, first published on 4 November 1869. It is one of the most recognizable scientific journals in the world, and was ranked the world's most cited",3JVP4ZJHDPZUMH6AMN0JU2APON4I04,unreviewed,AHDY3BLTTUYFG,200,spam
003ad68d086042a2a44e7353d57ee3d5,cscw19-1-imageAndDescription-label,2019-03-23 23:15:40.282,"Design and Discovery is a curriculum that can be implemented in ... bicycles to think about systems and components in a product they might ..... Look at the 1B Handout: The Design Process, and have students take turns reading ...... electrons can be rubbed from one surface to another where they build up as static electricity;.",3W5PY7V3UPENENM1CDWSYVJ9DFGJYQ,unreviewed,A2DHLRV1OE925A,328,spam
59e6c3638b814e9cb47ae49c43d3cfcc,cscw19-1-image-label,2019-03-23 22:51:04.626,"I would add a touch display to doors. It could allow you to lock or unlock the door by using a pattern, fingerprint scanner, or iris scan. It could also include an alarm or notification (as a security measure) if anyone tries and fails to access the door multiple times.",3L7SUC0TTU1GI0W172YBMVH65WWM0W,unreviewed,A1KTPYX40PRLVW,270,ham
ce3af3657a8a405197920c7d0a9b2fcd,cscw19-1-description-label,2019-03-23 09:33:10.41,Use it on furniture using office book table.,3JVP4ZJHDPZUMH6AMN0JU2APON4I04,unreviewed,AUPRMVUM25CSP,44,ham
http://purl.org/innovonto/ideas/chi19s1/403,TCO,,Libraries could have a screen where patrons can look for books.,,usable,,,
http://purl.org/innovonto/ideas/chi19s1/441,TCO,,"Once upon a time, the way to get a computer to do something useful was to feed it a stack of cards with holes punched into them. Thankfully, things have moved on a lot since then. Now we can get our computers to do things simply by pointing and clicking with a mouse—or even by speaking ordinary commands with voice recognition software. But there's a revolution coming that will make computers even easier to use with touch sensitive screens.",,unusable,,,
6a00ab2548234dc9b9936723d551dee9,cscw19-1-description-label,2019-03-23 10:44:38.441,"In botany, a tree is a perennial plant with an elongated stem, or trunk, supporting branches and leaves in most species. In some usages, the definition of a tree may be narrower, including only woody plants with secondary growth, plants that are usable as lumber or plants above a specified height",3JVP4ZJHDPZUMH6AMN0JU2APON4I04,unreviewed,A1IV1O890FN1QA,297,spam
