"ID","DESCRIPTION","STATUS","CHALLENGE"
"2e80686075b0412f84b4e57fa51eeb9c","
yarn","unusable","FABRIC_DISPLAY"
"79f74fd74a03400e8d570b31508625b0","This technology could be used to examine cars and traffic patterns in certain areas to determine optimal routes or better construction paths. ","usable","BIONIC_RADAR"
"a0cb747f1f2c408cacd73ff8659244fb","
'glowing' sting/yarn","unusable","FABRIC_DISPLAY"
"8ac72ffe69304d1d8ead835f0258b949","
favorite you tube video on your shirt","unusable","FABRIC_DISPLAY"
"3f1711a1c28f493f8ece7781c2d3319e","play any gif on a t-shirt","unusable","FABRIC_DISPLAY"
"9d005db5863241388249dd98aae150ba","This technology could be used to help professional swimmers improve on their different swim strokes and techniques based on movement patterns.","usable","BIONIC_RADAR"
"5df8ec0a0fcb42418c3615b597cdd0e8","Clothing that can be ""turned on"" to designate impairments such as deafness for easier interaction with groups such as law enforcement.","usable","FABRIC_DISPLAY"
"4ae01ad7e18942a185d7e0e89fb76629","
put things from your photo/video library on your shirt","unusable","FABRIC_DISPLAY"
"92d245e5e99a4cd195dcdd97c16d1e86","This technology could be used for rehabilitating people with muscular injuries by examining their movements and areas in which they struggle with certain movements or exercises. ","usable","BIONIC_RADAR"
"d7733c0894c641c885418aa3f006256b","Lightweight, customizable photo frames, that can't be broken.","usable","FABRIC_DISPLAY"
"13011ede76c94fda84636093f83337a4","This technology could be used for psychological study to examine the correlation between social behavior and body language and movement.","usable","BIONIC_RADAR"
"da90b69a25f84daa89ae95d1746cb9ea","
say a phrase out loud, have that image pop up on your shirt","unusable","FABRIC_DISPLAY"
"c4ef3f2153b347cc9ca18a49d3af607d","A children's game pad for learning games.","usable","FABRIC_DISPLAY"
"6447193a6d064d7fb608f82fb68c2dc9","A portable dance dance revolution board.","usable","FABRIC_DISPLAY"
"90e7a5d4742848d1af01cdbe60d4f24c","This technology could be used to help more accurately mimic movements of real limbs to aid in the creation of realistic prosthetic pieces for amputee victims. ","usable","BIONIC_RADAR"
"403bdb8c598e4ea4969736ad9d062fa7","This technology could help find missing people by facial and bodily recognition technology. ","usable","BIONIC_RADAR"
"11eae0b27fac40fd8dbfeb4b34979577","Integration into high end board games and other tabletop games, to cut down on setup and ""fiddly bits"" time.","usable","FABRIC_DISPLAY"
"e4adee11409f442f90be20084bfe7eb2","This technology could be used to track and study endangered animals and their movements.","usable","BIONIC_RADAR"
"b2faee0ca84245a5bc5e84ac5b8b0668","This could be used in businesses to prevent theft. ","usable","BIONIC_RADAR"
"a6ec4594bb3048e9bdbff677ea85a531","Lightweight palm pilot/blackberry style planners for keeping notes and lists in.","usable","FABRIC_DISPLAY"
"f2a5961c989d49e2bfa39bcc76f44503","Children's iPad equivalent.","usable","FABRIC_DISPLAY"
"d03eceea56ad4ba69026738339ec810f","This could be used on displays in clothing stores to preview different color clothing items.","usable","FABRIC_DISPLAY"
"b8f9b89c1426499bb3444f3025299504","This could be used on car interiors on headrests and dashboards to provide GPS or entertainment and games.","usable","FABRIC_DISPLAY"
"06e756e3248544ccb55220e2a974a522","Large corporations could make ""marketing"" clothing that pays you to wear their logo/deals/etc., most likely in the for in store credit.","usable","FABRIC_DISPLAY"
"56bab3f456074dd78242ddebe272efc9","This display could be used in stores on carpet samples to see different colors and types of product.","usable","FABRIC_DISPLAY"
"abbffdc1e2f24e559685bf8c2f58c79f","A ""window"" on a door or wall, that allows you to see through a camera on the other side. Allowing you to watch your kids from the next room, or even just have a pizza sized peephole at your front door.","usable","FABRIC_DISPLAY"
"571b7c02d3c144ffa04ca073d5ed0e04","This can be used in hotels to wake up in the morning and order breakfast right from your pillow or sheets as you decide to pull it open.","usable","FABRIC_DISPLAY"
"9614a16c7b2e44cebca3ee339b044c83","This could be used to watch videos on a fabric tent when camping for entertainment.","usable","FABRIC_DISPLAY"
"7a7c43b295ab431e9ea39b454efd170d","This could allow companies to have employees use this technology for their uniforms customization in order to change it periodically.","usable","FABRIC_DISPLAY"
"855e11ccf97b4257ac422e572cf4bc26","This could be used to relieve dogs of anxiety when their owners are not present. This could be done in the form of a blanket or a dog bed with their owner's voice playing upon approaching.","usable","FABRIC_DISPLAY"
"0d2982adbeb548e19ae9c4f8c2bd3587","This technology could be implemented onto window curtains in order to change the color and design as you want rather than buying new curtains.","usable","FABRIC_DISPLAY"
"e5d9044ce473417eba21cf5539e3bf75","This technology could be used on hats in order to change the design or logo.","usable","FABRIC_DISPLAY"
"48c9268d8018416fb304935360aff864","This can be used as a game board to play checkers or chess or any such type of game.","usable","FABRIC_DISPLAY"
"9fd9b7aa56d742ac9c068ff21dbc5623","This could be used as changeable and interactive wall art via a large tapestry.","usable","FABRIC_DISPLAY"
"418167b316db4cf2a767cebc67cacc31","This could be used as a table cloth and the image could be changed based on the occasion. For example, holidays such as Christmas and Thanksgiving. ","usable","FABRIC_DISPLAY"
"d58bbed635784a5482eb583905a1a0de","This could be used as a tree skirt around a Christmas tree that can play videos with Christmas songs as well as a slideshow of different festive images.","usable","FABRIC_DISPLAY"
"2205ebc3015745ee8423fe61193de213","This could be used on a dress tie in which you could change the design on it based on a touch selection rather than having a bunch of different ties. ","usable","FABRIC_DISPLAY"
"9b864b503f6d4da29ec70cf08710ecaf","This technology can be pest disturbing specific areas e.g raccoon, rats etc.","usable","BIONIC_RADAR"
"d11754319e854db889c874fe49984a4b","It can detect movement and consequently raise alarm for secured areas","usable","BIONIC_RADAR"
"1525693bcd0843d88da417da009d7e04","This can be used as a shower curtain to be able to change the design periodically. ","usable","FABRIC_DISPLAY"
"471d5e35c9ca492b8112092b5a0f114c","It can also used to detect underwater animal by placing it under the boats.","usable","BIONIC_RADAR"
"a61585069260485cb6aec99317bed2f1","It can also help to safeguard pets at home. It will prevent them from going to unwanted parts of the home","usable","BIONIC_RADAR"
"6133f2536b4440cf8584205f8435d615","It will be very useful to train sportsmen as the can be properly shown the desired moves at any point in time.","usable","FABRIC_DISPLAY"
"19a7dcbb38204a66ac9a06919656c7d9","
It can be used to project movies while at camp since it is easier to wrap around","usable","FABRIC_DISPLAY"
"2a28f5cea80b4562b69737616276eadc","With the connection of mobile phones with it, multiple conference calls can be made with it","usable","FABRIC_DISPLAY"
"6e8dca62222f4511b615c4fca25ccaa4","The fabric will be great for publicity and advertisement. People can sign up with companies to have their products displayed their cloths and they move around with it.","usable","FABRIC_DISPLAY"
"b50e010e85384647a5c6cb3366d53b68","
It is a wonderful way to present ideas. I mean, you have rolled up in your pocket and you can easily sell your Idea to anyone on the go!","usable","FABRIC_DISPLAY"
"e384a3947eb54746abbeca4b312fbc51","This could be used for predicting weather patterns","usable","BIONIC_RADAR"
"12d5580bad4940d192bfd50215f3f703","seamstresses might benefit from this. learning how to sew specific things, like hems.","usable","BIONIC_RADAR"
"eb7c1ef4f861430e8cc72f30722fe6df","this could be used for precision movement, like surgery to remove a tumour","usable","BIONIC_RADAR"
"68ca577d67ea43f2946bc5a392a92c0a","video game players might be able to use this technology","usable","BIONIC_RADAR"
"a767233fcb444496b2efd99c4e597b0b","a way to display snapchat filters on your face","usable","FABRIC_DISPLAY"
"1e732e262916402ca4a091ac4b8c2c68","
add images to clothes. ","usable","FABRIC_DISPLAY"
"c0dcc44b7a3d49b2801c2f012af94126","a new way to advertise by projection logos and such","usable","FABRIC_DISPLAY"
"c596ab86e26a4c7faef997f2580fa38e","post information about businesses on this fabric","usable","FABRIC_DISPLAY"
"2b0291df2b8a4b69b858eb1a07cd89f6","player info on sports uniforms during games","usable","FABRIC_DISPLAY"
"6662c2f874004b289315e77c7bc7c55f","Track athletes too detect there performance and speed","usable","BIONIC_RADAR"
"3dda0251dde6426a981b7599da34141f","Detect which cars go by day after day in order to help traffic flow","usable","BIONIC_RADAR"
"5d80609386fb46dcb30349dcac7f1ddd","Use it in a school playground to see if you need to expand the swings and other equipment","usable","BIONIC_RADAR"
"cd4fe57ffb9c40f8ab6ec740999c756b","
Use it in a dog park to detect the types of dogs and the frequency in which each type comes and what they typically do there","usable","BIONIC_RADAR"
"1fa8fcf7846046648de90010c26fc8ce","
An employer can use it to track what their employees are doing on a day to day basis and also exactly what time they come and go.","usable","BIONIC_RADAR"
"58f21086e8754519bc11c32adc86e1d1","
Use it to detect what places on a the wall get hit the most by hockey players or even baseball players.  This way you can reinforce those areas a bit more.","usable","BIONIC_RADAR"
"e6fdbe3c31df47d096bc599673eb055e","
Analyze the efficiency of farm equipment as they work the fields.  Compare one brand to another to see which might be the fastest and most reliable.","usable","BIONIC_RADAR"
"4bbbcef0766547b28bf7e273443d6992","
Mount it on top of a car to analyze the potential dangers that an automatic car would come across, like pedestrians and animals.","usable","BIONIC_RADAR"
"1bcb8071fe634a2ca55e523062e51766","
Compare the herding abilities of different dogs and see which need more experience dealing with sheep and cattle.","usable","BIONIC_RADAR"
"988deb713fde4523bb6b42961fa70d3b","
It could really closely analyze magicians doing card tricks in order to help them get even better at moving cards around.","usable","BIONIC_RADAR"
"cbf54e0001db45289f536167fe48efad","Grocery stores could use it to view where customers walk most often.  They could put up certain displays in these high traffic areas.","usable","BIONIC_RADAR"
"7dd90a4494f949b9bc58e198aa51fa8e","You could use it for home security system to alert you when there is a potential trespasser.","usable","BIONIC_RADAR"
"dc86b2518d9449f39d42b1c7345e8c85","
Casinos could see which slot  machines are used trhe most","usable","BIONIC_RADAR"
"bc96417130fc4b7791e3068c14216948","
You can use it to make sure your dog is safe from other wildlife.","usable","BIONIC_RADAR"
"24ba8a5beadf405aaaa459df72591a00","
It could be used as a wildlife watcher, for hunters or wildlife enthusiasts.","usable","BIONIC_RADAR"
"d5d3f9ec773443deaddaaa068b460ba5","
You could position them in treetops to identify birds, which would be helpful for birdwatchers or scientists who track types of animals in certain areas.","usable","BIONIC_RADAR"
"86563b99605f4d0b803ebd8142f6829e","
It could be used to make sure that wildlife in a protected area is not hurt or acting erratically. ","usable","BIONIC_RADAR"
"db640acfe79c4b0fab4e426f5712a967","
It could be used to make sure that hunters do not hunt in protected areas.","usable","BIONIC_RADAR"
"659039b0c4024155858f1535ebe56197","We could use a few cameras pointed at the same location to track peoples movement. The way they move their hands and legs while they walk this way we could get information to tell if that same person is walking in the area.","usable","BIONIC_RADAR"
"6b3e99029ec346bc9cf3ae9d8bd0534a","
It could be used to watch players play basketball and determine the best curvature of a ball in order to make it into the net,","usable","BIONIC_RADAR"
"e2efe0ecd89640ff9be803c09e2f2e4b","
It could be used to identify unauthorized drones. ","usable","BIONIC_RADAR"
"7ac3717118db446d8be6d5f31b7507b0","There could be a device that uses multiple infrared lasers to track movement of people in front of a building. based off of how fast the people move and swing there arms we could determine them uniquely.","usable","BIONIC_RADAR"
"5dcce0dc29264527a511965eb7dfa2eb","There could be a few speakers and microphones set up in a circle across the way from another building. The speaker can sound out low frequency sounds that people can not perceive.  The microphones could then pick up the information from the speakers about how fast the sound was reflected back off the building to have a static number and then how fast is reflected back from other directions from the other speakers and microphones to be able to sense when people are walking by. Maybe this could also be a way to tell how fast a person is moving.","usable","BIONIC_RADAR"
"f2c9aee6328048a28bb91927ad06729e","This could be used to create a pattern for people who embroider hoops of fabric. ","usable","FABRIC_DISPLAY"
"76b3fa9a12354350a8e545c21761de19","It could used as new way to show home videos. ","usable","FABRIC_DISPLAY"
"932ec1c0ac4648dd911f1aa43e4700f3","
It could be used to render photographs onto canvas, so that painters could manipulate the colors of the picture with paint (kind of like a manual version of digital art).","usable","FABRIC_DISPLAY"
"dfd6f8d0d6fc4dbc8fe5602e22c3a694","It could be used in conjunction with funerals/end of life events for displaying photos of the deceased.","usable","FABRIC_DISPLAY"
"fb8075be205f4fca9a2e5cd602d2942f","Technology could be used for space research / exploration, tracking the movement of objects like meteors and asteroids.","usable","BIONIC_RADAR"
"8a86af79233b41daaeb5e05f96466969","Technology could be used to better track and understand migration patterns for various animals. ","usable","BIONIC_RADAR"
"8cebf8e436ae454e95b89ae1ebea6ad7","It could be used by people who want to create their own t-shirts using their own images. ","usable","FABRIC_DISPLAY"
"029eb76060b94a6ab69daec66ddd295e","Technology could be used in sports to help improve physical condition and identify optimal movement patterns for each individual to avoid injury.","usable","BIONIC_RADAR"
"1c86d91c12da4d96a54d49fc8b190a3f","Could be used to track animals in the wild for research","usable","BIONIC_RADAR"
"ffcb551ab2014cf3851ae4972b39f2e6","
Crafters could use it to create a variety of products, such as tapestries of fabric magnets.","usable","FABRIC_DISPLAY"
"d09eb8113dc7462a8bc0e1f215c0b546","
It could be used in cars if you don't have video players in the back for your kids. You could put a video on the back of fabric seats.","usable","FABRIC_DISPLAY"
"009b069617514dd4b1ca9d658a16fa7d","Technology could be useful for fashion and DIY creativity from consumers ","usable","FABRIC_DISPLAY"
"5098586ead2a4a2fa0348ecef226e591","Fabric could be useful in sports, or for fans, to have a jersey that could change number and player on command","usable","FABRIC_DISPLAY"
"59763e92837d49e482edba2d2214b99e","Technology could be useful for branding in various businesses. To have their name and logo on various fabrics located at their business ","usable","FABRIC_DISPLAY"
"89c57097cf03495fa23b1c803cecca9f","Could be useful in law enforcement to warn civilians of a prominent threat","usable","FABRIC_DISPLAY"
"c23bc43955124251824235f1b8db6843","Could be used in construction, worn by workers to alert drivers to caution","usable","FABRIC_DISPLAY"
"3d708ac6e05f46b39d2d8dab0b91ec53","Could be used in consumer home decor, where the person would have the ability to change the surface of their various furnishings like curtains, bedsheets, towels etc","usable","FABRIC_DISPLAY"
"091b1a5a9f7440ed9e6921eb78c699af","Could reduce waste in various businesses or events by only having to program a new sign instead of using other resources","usable","FABRIC_DISPLAY"
"e06cebbbc378494f9221d9d5ac76d430","Could be synched with fitness devices to changed based on vital signs & or exercise goals ","usable","FABRIC_DISPLAY"
"1320756750944ce1a67dc2251a9abfa2","This technology could be used as unsuspecting devices in places such as subways and concert venues to detect odd movements that could be related with crime attempts.","usable","BIONIC_RADAR"
"b754adb178584793b761558fd728e603","This device could be used in a home of dog/cat owners so they can see what is the route that their paths usually take when the owners are not home.","usable","BIONIC_RADAR"
"7f2b778b06324dcdb5cc41b1af5e0dc0","Something like this could be added near the doorway of a newly opened business, in order to help the owners identify what is the prime time of their business and create a better marketing plan based on when they have the most customers.","usable","BIONIC_RADAR"
"95b0d7bf5b0145efabb414e8f020bc91","Design it to detect the furtive movements of those contemplating or engaging in criminal activity.","usable","BIONIC_RADAR"
"39e8582e7e9b4d8b9bf1d28406aed5a8","A device like this could be added to a woman's purse or backpack so she gets alerted of movement near her when she's walking home alone, for example, without alerting the person following her.","usable","BIONIC_RADAR"
"3ace4c5f3d984817b95ceb87e2d5fd69","This type of device could be used when a homeowner has a pest problem in their house, such as mice or squirrels sneaking in their basement. The device would identify the pest's pattern so the owner knows when is the best time to set up a trap.","usable","BIONIC_RADAR"
"1e86a50d67d74bb0b63808dd10744ecb","This type of device could be place on top of houses or building to identify unwelcome drones who might be taking shots/videos without the consent of the residents.","usable","BIONIC_RADAR"
"04ac441be70344359ef131158db73fc7","This device could be placed in a baby's bedroom in order to make sure the baby isn't getting out of his crib at night, since a camera might not pick up his movements in the dark or the sound if he's quiet.","usable","BIONIC_RADAR"
"878cc707a2154f10a20ab23c230a834c","This device could be used in the woods near a home to identify the path of animals, which can then be a very useful information during hunting season.","usable","BIONIC_RADAR"
"cf1adfdb4573408f8287a74e129e754e","Connect it to a large retail stores surveillance camera system and use machine learning tools to detect both shoplifting and to determine when a customer needs assistance in finding something and direct an employee to that person.  The employees could then ignore those who know where their desired item is and those who are just browsing and aren't seriously looking for anything in particular.","usable","BIONIC_RADAR"
"b37d90209a294b99a21b59d4b952b57c","This technology could be used by people who suffer from epilepsy to identify and alert their families when this person is having convulsions, based on their movements pattern.","usable","BIONIC_RADAR"
"edb8cb65c3e2466fbb0a14f4565389d9","This device could be used by businesmen and women, so they are able to make quick presentations and explain charts anywhere.","usable","FABRIC_DISPLAY"
"0f12188b66ce48f0a8722211462e8553","This device could be use by teachers to reflect subject-related content on the students themselves, which would amuse them and definitely grab their attention.","usable","FABRIC_DISPLAY"
"f51efc6966b74ee6926f24e52d0d8b09","This type of technology could be used by police to mirror a highly reflective image or any sort of attention-grabbing display in a suspect who's trying to get away in highly populated places such as festivals or concerts.","usable","FABRIC_DISPLAY"
"43762ff8cb0145c7b61697f8f91e0a56","This type of technology could be used in the emergency area of hospitals, where the doctors and/or nurses would display a color or image on the patient's clothing depending on the severity of their condition, so it's easily identifiable and rapidly treated.","usable","FABRIC_DISPLAY"
"9961992513c841e4a96d7bf5a92c57dc","This device could be used for parties, so as the host is able to display any type of image or colors in the curtains of their home easily, without having to acquire extra decoration.","usable","FABRIC_DISPLAY"
"6179ae03afed482fae61765dcaf552b1","This device could be used by air companies in order to aid the customers in identifying their seats based on the color reflected on the fabric of the seats.","usable","FABRIC_DISPLAY"
"ba7d3766df6a40e09acb8d1468f2fe79","This device could be used in stadiums to create giant flags or other sport-related contents on the clothing of the crowd.","usable","FABRIC_DISPLAY"
"5fa7f92ac3ec49c1aa68319c7b4d1ee3","It could be used by mothers or nannies to mirror funny videos for their kids anywhere, so they are able to remain distracted and entertained.","usable","FABRIC_DISPLAY"
"2e1fc4785dda4afaa862b7a53b96183a","It could be used by deepsea divers to reflect deterrent images or videos on their diving suit in case they find themselves in a dangerous situation such as a shark circling them. The content might scare the shark away.","usable","FABRIC_DISPLAY"
"84cf6ba87adc469d8c12b3ab38130ecb","Artificial intelligence is very good in all fields.","unusable","BIONIC_RADAR"
"69f0a105a405416cbd81bc9ce4db62a8","This device could be used to track the optimal shooting motion for a basketball player","usable","BIONIC_RADAR"
"13daf2234ed44279aea2be3e27a96144","We could use this device to find the optimal throwing motion for an NFL quarterback","usable","BIONIC_RADAR"
"1102b5822b6343689720f9e4dc4ef16f","The device could be used to find optimal throwing motion for baseball players","usable","BIONIC_RADAR"
"edd6783e1dcf4f95bbd3dcbfa6ef459a","The device could be used to track the optimal swinging motion for baseball players","usable","BIONIC_RADAR"
"eb3f919093ca4d32835542303aa20b6c","The device could be used to find the optimal technique when lifting weights","usable","BIONIC_RADAR"
"148711c8e9844b4a9a36cbc493fd1366","The device could be used to track the optimal movements to perfect a musicians technique","usable","BIONIC_RADAR"
"be0b0ef39906475a8da6dd3b2cf1a1a7","The device could be used to find the optimal movements for surgeons ","usable","BIONIC_RADAR"
"1b51349ba4af42d192aeb99c7a5b69be","The device could be used to help new drivers learn how to control their car","usable","BIONIC_RADAR"
"36972c052b4a43c0a564e0bcd67e760b","These devices could be used in school classrooms to track which students have arrived for the day or which student leaves a classroom. The attendance data for the school could then be fully automated and teachers could receive alerts of which student is absent or when a student has been away from the classroom for a specific time period.","usable","BIONIC_RADAR"
"dd68c617e7914917847db12c48303052","This device could be used to track stimming behaviors in children with autism. The device could monitor the child and record information that could later be analysed by psychologists and therapists to determine the different triggers for different types of stimming behaviors according to the environment the child is in. This would be a good way to recognize sensory triggers that may be causing the stimming behavior. ","usable","BIONIC_RADAR"
"ab5d89e52dac48ea9344e9e14b297eb3","This device could be used by medical professionals to monitor and track gait problems in ataxia patients.","usable","BIONIC_RADAR"
"ba444bc8da0e43e19c66142aa401b989","This fabric could be used to make clothing for nonverbal children that they could use to communicate emotions. For instance a vest that they wear to communicate if they are hungry, too hot or cold, or need to go to the bathroom. Basic commands that would be quicker and more visually apparent than having to scroll through there communication pads and show someone the pad to communicate.","usable","FABRIC_DISPLAY"
"f6b888ba71334eb5966b94188e90b61f","This fabric could be used to make fabric wall paper panels that can transform a wall into a large screen entertainment area or ""wireless"" desktop through bluetooth or google chrome.","usable","FABRIC_DISPLAY"
"9081f87ce025408eabd81464b2a7301f","This fabric could be used to make baby blanket or children's blankets that can be nightlight type blankets or stars/planetary visualizations at night for bedtime. Also if the scale could be changed to a smaller surface area then the blanket could be folded over and used like a screen to hold in their lap and watch videos in the car or just when they are lounging. If there was a port/plug for some headphones that would awesome. I'm sure with Bluetooth that the video connector could include sound as well so that headphones or earbuds could be used.","usable","FABRIC_DISPLAY"
"653e42aaac4141ebaaf49fa417d358a8","used to augment virtual reality and augmented reality devices","usable","BIONIC_RADAR"
"12eb451e5c1943f097b674ef5504ea5e","used in horse racing for handicapping winners and for gauging injuries","usable","BIONIC_RADAR"
"467fc7bd07f6400d81be46b3984fb88f","suspect analysis on cctv and security feeds using movement analysis","usable","BIONIC_RADAR"
"e66340df13314ff59ee253c00cedb4c5","bird migration tracking as well as butterflies.  See which subjects make the journey","usable","BIONIC_RADAR"
"16289abeaecc4b54af627ab7f1f3f9a3","Marine animal analysis for migration as well.  Which whales, which salmon make it to their breeding grounds","usable","BIONIC_RADAR"
"ad33ecba2ad2490c9b5482ac76bffe2b","Polar cap receding. Track the melting and declining ice edges","usable","BIONIC_RADAR"
"4af36a961de74653905c23e7f76f3441","night vision upgrade.  use with or in addition to night vision for better visual fidelity in the dark","usable","BIONIC_RADAR"
"672cc3e224c44a879e96e92d90cce145","smart targeting for drones and other air strikes to decrease the amount of civilian casualties","usable","BIONIC_RADAR"
"863316be6b074d6dbae7c2cfb9fa602a","train the device to be able to sense fear/trepidation in movement to stop terrorist attacks like suicide bombings.","usable","BIONIC_RADAR"
"c5ee7f0c57884ed08ccbbc72899105d2","use the device to gauge if movement means additional weight is being carried due to hidden guns or other security threats.","usable","BIONIC_RADAR"
"f0c6c8a209274b9d9bac1ba96578fbce","begin building a database that pairs movement cues to various emotional states","usable","BIONIC_RADAR"
"97edf5e715a34bebba68176252703b0c","use the technology to predict joint injuries like arthritis early enough to start treatments","usable","BIONIC_RADAR"
"1ceed6175a904128a720cb3d7fa18ecf","use the device to make better tires and snow gear for bad weather driving","usable","BIONIC_RADAR"
"bb2b9e91620b4e4887f575cfa98f3372","add the device to augment self-driving cars and their intelligence towards predicting what pedestrians will do","usable","BIONIC_RADAR"
"94e17d9f30694e88b8e1a55a5c707484","use for bettering efficiency of motion for all manner of mechanical constructs","usable","BIONIC_RADAR"
"37b4bc4170e04e2e93ce3da021b855b4","I mouthguard implant that integrates topical lidocaine for oral pain and trigeminal neuralgia. Would lay in the mouth like a normal mouthguard, and oscillate heat and cold to relieve pressure on effected area. Would also integrate topical lidocaine to relieve pain directly.","unusable","BIONIC_RADAR"
"7f8abc4c5060489d8508502258275dc6","Aerosol lidocaine. For oral and pharyngeal pain often associated with mouth or esophageal cancers. Lidocaine would be taken into a mouth via a nebulizer and would directly relieve pain.","unusable","BIONIC_RADAR"
"3386170c7b73473e8f6c5b6b0e284a32","This technology could be used in prisons to track prisoner movement at any given time to help assist the guards with control.","usable","BIONIC_RADAR"
"56ab07b24eda414f96b02fe34aa7cd2b","This technology can be used in schools to track students and teachers to make sure everyone is where they are supposed to be at any given time.","usable","BIONIC_RADAR"
