ID,DESCRIPTION,CHALLENGE,STATUS
http://purl.org/innovonto/ideas/chi19s1/192,"Cover the interior of autonomous vehicles with it as a secondary control system, in case the autonomous system fails.",TCO,usable
http://purl.org/innovonto/ideas/chi19s1/87,make your work desk have a spot right next to you that is a touch pad for your phone.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/419,"that coating could be used on human body like arm, hand etc",TCO,usable
http://purl.org/innovonto/ideas/chi19s1/193,Cpat the tops of a table and it could be used for different games. Like board games or pen and paper RPGs.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/88,Make the menus at restaurants be touch display right on the table at restaurants.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/40,"touch screen mirror to help you change the lights and see better
",TCO,usable
http://purl.org/innovonto/ideas/chi19s1/194,"So I'm thinking about creating a Desk with a touch display, where you can control different compartments of the desk with the touch screen. For example, if you wanted to open the bottom right drawer and have the desk give you all the documents in there, you can use the touch screen to have it put it in your hand.",TCO,usable
http://purl.org/innovonto/ideas/chi19s1/85,I feel like it would be very useful to have all of you car buttons to be coated on to the dashboard.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/195,"To curb the amount of graffiti in cities, turn the facade of buildings into virtual art galleries.",TCO,usable
http://purl.org/innovonto/ideas/chi19s1/280,A lawn mower with the touch display sprayed on that shows how well the grass is being cut.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/86,You could use the coating to put on your desk and use that instead of a keyboard.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/196,"I mean, you could put it everywhere! You could turn all surfaces into a touch computer. The world could be like the Minority Report!",TCO,usable
http://purl.org/innovonto/ideas/chi19s1/281,I would most definitely make a special coating with different color background to use in kids rooms with a frame. The frames can come in different sizes,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/197,desks could be used for education or to give displays in business.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/282,"a hand screen where you spay it on your hand and it temporarily acts as a body information device where you see your body temperature along with heart rate and body mass index among other things related to your health
",TCO,usable
http://purl.org/innovonto/ideas/chi19s1/198,Turn desks in schools into virtual notebooks and a way for children to respond to answers posed by teachers.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/283,"A kitchen counter that could display cooking recipes. You could flip through pages etc and add recipes of your own
",TCO,usable
http://purl.org/innovonto/ideas/chi19s1/150,A mirror that can magnify on touch.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/199,sync any device with analog controls to the screens input. ,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/284,"I would most definitely make a special coating with different color background to use in kids rooms with a frame. The frames can come in different sizes
",TCO,usable
http://purl.org/innovonto/ideas/chi19s1/151,A counter-top in your kitchen that serves as a notebook for your recipes.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/285,"A glass desktop could serve as your computer interfaces so you wouldn't need a mouse or perhaps even a keyboard.
",TCO,usable
http://purl.org/innovonto/ideas/chi19s1/152,Make a refrigerator have a touch panel to control things in it.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/370,"Touch displays could be added to tables or other surfaces in which a person lounges about in order to make the use of electronic devices while in an otherwise impossible position, possible. ",TCO,usable
http://purl.org/innovonto/ideas/chi19s1/286,"a device where you can spray in side a car dashboard. the dashboard then tells you the mph you are going and other car related information such as temperature
",TCO,usable
http://purl.org/innovonto/ideas/chi19s1/153,A kid's drawing board like on a wall so they can paint and play with it.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/371,Windows that turn into displays. ,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/287,Touch screen tables in a restaurant where you can order your food and pay.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/154,Can turn an ordinary television into a touch television.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/372,"A touch display could be added to the bathroom shower tile in order to more finely tune the shower water temperature, pressure, spray format etc. ",TCO,usable
http://purl.org/innovonto/ideas/chi19s1/288,"A movie screen of any size where ever you want it. Controls are built into screen to pause
",TCO,usable
http://purl.org/innovonto/ideas/chi19s1/155,A white board that can be reset with a touch right off the surface.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/373,Counter tops that display moving video.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/240,City operated location service a person could use to find the right location by spraying various areas around a city.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/277,You could coat an armrest on a couch or chair to put a touch screen there. For when you need to change the movie you always have a remote.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/144,A desk that can be made into a touch display for your computer.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/362,A television that can change channels by using touch display,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/39,touch activated faucet,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/278,A big touch display on your door so that you can open it with a code and not use a key.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/145,You could make a touch mirror that shows you outfits or hair.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/363,Apply to kitchen counters or stove tops for easy access,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/230,digital window for basement or windowless areas,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/279,Touch display door that has the keypad on a screen in the door.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/146,A text-messaging device that sends texts to any other user with it.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/364,Make a spot near your desk that has your phone be a touch display right next to you.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/231,On the outside of headphones to increase the volume.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/37,You could add it to a box to keep try of the contents.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/147,A compilation of games that can be used like tic-tac-toe and other simple games with a setting to find each game.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/365,Make your keyboard a touch display.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/232,digital ceiling to show stars or other destinations ,TCO,unusable
http://purl.org/innovonto/ideas/chi19s1/450,create a touchscreen microwave. ,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/38,create your own touch screen computer,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/148,An alarm system that can only be accessed with your touch and unlocks your house for you.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/233,A touch display window which could control automated blinds and window locks.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/366,Make your gaming controller a touch display.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/451,coffee table touchscreen. ,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/100,fitting room virtually with a touch display. You could try on shirts virtually and adjust it to your liking with the touch display,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/367,Make your car buttons all into touch display buttons.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/234,on a shower head for the temperature.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/101,Touch display on a desk so the mouse and keyboard would be directly on the desk. ,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/452,You could apply it on a table and write on it like if it was a notebook,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/149,You could turn an ordinary laptop or desktop pc into a touch computer.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/368,A touch display could be added to windows to set automated opening and locking times without the use of in-home smart equipment. ,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/235,A touch display microwave.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/453,You could apply it on the ground and use it as a gamepad for dancing video games,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/102,"A bush trimmer that shows the desired bush size, the amount you've already trimmed, and how much is remaining for the desired trim. A picture of the bush with progression would be displayed.",TCO,usable
http://purl.org/innovonto/ideas/chi19s1/320,washing machine that keeps track of how much clothing is in inside,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/236,A bathroom mirror to check the weather before leaving the house.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/103,A hair dryer that displays how wet you hair still is and how much time is needed for it to dry.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/321,Filing cabinet system where you can see what index of files are inside each drawer before opening and searching.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/454,"A tablet to go.  Instead of carrying around a physical tablet, the coating could be carried instead to turn any surface into a touch tablet, like a liquid.  It could even use microprocessor and RAM technology within the coating, as well as data storage.  The coating would be in a small container.",TCO,usable
http://purl.org/innovonto/ideas/chi19s1/369,"A touch display could be added to restaurant tables to make orders, questions and concerns a seamless experience. ",TCO,usable
http://purl.org/innovonto/ideas/chi19s1/104,"a touch display on restaurant tables, so you can view menus, coupons and order food at the table without having to call a waiter or go to the register. ",TCO,usable
http://purl.org/innovonto/ideas/chi19s1/322,Wardrobe that tells you how much space is left inside after putting in clothes.,TCO,unusable
http://purl.org/innovonto/ideas/chi19s1/79,Refrigerator touchscreen that can adjust the temperature and humidity.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/31,A refrigerator where you can create a shopping list by tapping on products,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/237,A touch display mattress that could control firmness.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/323,A panel for your pantry door to keep track of the contents of your pantry.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/32,You could make a desk top that was a touch display at work.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/105,Apply it to a wall and be able to control the building,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/324,"Automatic toothpaste dispenser. Holds your toothpaste, and keeps track of how much toothpaste is in the tube and you can set how much toothpaste to dispense.",TCO,unusable
http://purl.org/innovonto/ideas/chi19s1/77,Touchscreen table that could serve as a computer.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/106,Put is on a turtle and be able to have it clean the house,TCO,unusable
http://purl.org/innovonto/ideas/chi19s1/410,"Despite being touch-sensitive, the objects don’t include a display, which means the inputs have to be read on another device.Right now, the system also can’t do multi-touch, referring to the common interaction method on a trackpad or touchscreen in which more than one points of contact with the surface are recognized simultaneously. That could well change in the future.",TCO,unusable
http://purl.org/innovonto/ideas/chi19s1/78,Touchscreen bottle that can adjust liquid temperature.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/30,A portable piano,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/107,"This would be fantastic for a lot of things. I would love a touch display on my fridge that has the contents that are in it, allows me to meal plan, and tells me what I need. A touch screen on my tv would be awesome too, especially since I use Roku.",TCO,usable
http://purl.org/innovonto/ideas/chi19s1/325,Put it on your refrigerator to leave notes for people.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/411,Apply on a desk and use its surface as a keyboard / input device,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/35,You could add it to your water bottle so that it tells you how much is left and how much you have drank so far.,TCO,unusable
http://purl.org/innovonto/ideas/chi19s1/108,Coat is to the tips of your fingers and be able to interact in virtual reality,TCO,unusable
http://purl.org/innovonto/ideas/chi19s1/326,"Spray this on your desk. You could have a built in calculator, calendar, place to write note. ",TCO,usable
http://purl.org/innovonto/ideas/chi19s1/412,You can apply it on your car windscreen and make it like a jet fighter HUD!,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/36,You could add it to your filing cabinet to keep track of what documents are inside.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/109,A touchscreen on my cabinet. I could use it to pull up recipes or search for ideas for dinner.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/327,Spray it on your bathroom mirror. You could accomplish tasks while getting ready in the morning. ,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/33,You could add a touch display to your wall at home to control all or smart home devices.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/328,Put it on a wall in your home. ,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/413,"Soon, coffee isn’t going to taste like coffee — at least not the dark, ashy roasts we drink today. Big producers want uniform taste, and a dark roast makes that easy: it evens out flavors and masks flaws. But now the best beans are increasingly being set aside and shipped in vacuum-sealed packs (instead of burlap bags). Improvements like these have allowed roasters to make coffee that tastes like Seville oranges or toasted almonds or berries, and that sense of experimentation is trickling down to the mass market; Starbucks, for instance, now has a Blonde Roast. As quality continues to improve, coffee will lighten, and dark roasts may just become a relic of the past. Oliver Strand",TCO,unusable
http://purl.org/innovonto/ideas/chi19s1/34,You could add it to your steering wheel so that you can control various parts of your car.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/329,Put it on your purse. You would always have access to a display screen and could take notes where ever you go. ,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/414,You can apply it on your fridge door to regulate temperatures or show the content without opening,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/94,you could use it to control the temperature in the shower or bathtub ,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/95,a touch screen board. You could use it for presentation. You would have to use a special pen made for the screen to write on it. It would be a transparent glass but with touch display innovation.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/318,Car audio video screen,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/403,Libraries could have a screen where patrons can look for books.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/96,you could use it on your shoes so it could tie your laces ,TCO,unusable
http://purl.org/innovonto/ideas/chi19s1/319,touch screen stand mixer that can display recipes and check off ingredients as you put them in,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/404,It could be placed on a closet so that you can put items together to make and outfit without having to try everything on. It would show you pictures of the different pieces.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/405,Put it on a refrigerator so that it can tell you what foods you have and suggest recipes.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/93,you could use it on any surface for a hands on experience for anything you are trying to learn ,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/406,"The technology is based around an algorithm that’s able to read a finger press by sensing changes in the flow of electricity over a conductive surface. This concept is called electric field tomography, and involves running small amounts of current through pairs of electrodes and looking for any voltage differences. By attaching electrodes to the periphery of the object covered in Carnegie Mellon’s smart conductive coating, Harrison and colleagues demonstrated that it was possible to sense exactly where a touch had been place",TCO,unusable
http://purl.org/innovonto/ideas/chi19s1/180,Make television remotes more innovative and interactive.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/99,You could turn your front yard into any location you want to be or to create a dance floor and have a party ,TCO,unusable
http://purl.org/innovonto/ideas/chi19s1/51,Apply it to a desk so the entire desktop is a display,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/407,An entire wall or room could be a touch display. I'm thinking an entire interactive room. A bigger room could potentially become an IMAX movie theater. ,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/181,Car door handles would be touchscreen and have the ability to read fingerprints.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/52,Put it on a mirror to let people view what different outfits or hairstyles or makeup would look like on them,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/408,A touch display glove could be convenient. ,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/182,Light switches,TCO,unusable
http://purl.org/innovonto/ideas/chi19s1/97,You could use it to turn any wall in your house into a tv or a game ,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/409,A touch display briefcase or backpack would be multifunctional.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/183,Put the coating on car tires to display air pressure,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/98,wine identification touch table. You put your wine on top of the touch table and it would display all the details of the wine. ,TCO,unusable
http://purl.org/innovonto/ideas/chi19s1/185,A giant dome to view larger movies and other displays.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/271,apply it in offices for presentations,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/187,A T.V. display that you can use as a tablet.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/272,A long armband fitted around the wrist that would act as a display for wearable gadgets.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/188,You could coat every inch of your walls with it in your house and with a smart camera following your physical movements and eye movement you could have a display in front of them at all times that they could interact with.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/273,A desk with a coating on top with turns the desktop into a keyboard touch display.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/140,You could make wallpaper in the whole house be a touch screen.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/90,"kids table with a touch display. An interactive app for learning embedded in the touch display.  So, kids could learn and play with it. ",TCO,usable
http://purl.org/innovonto/ideas/chi19s1/189,Turn the walls of your house into a virtual paint canvas,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/274,A fish tank with a coating on it that shows the touch display of the temperature so you can adjust it right on the tank.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/141,You could make clothing that can react to touch.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/91,"You could coat a mirror with it and allow the user to touch the mirror to adjust lighting, tone, magnification, etc. ",TCO,usable
http://purl.org/innovonto/ideas/chi19s1/275,Couch with touch display in the middle so you can change the channel more conveniently.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/142,A plain clipboard that can be used as a personal tablet.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/360,Apply to walls of home for anywhere access,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/276,interactive drawer that you put your mobile phones and desktop computer to find information quickly,TCO,unusable
http://purl.org/innovonto/ideas/chi19s1/143,You can make advertisements on the street that are interactive.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/361,Apply to desk tops for ease,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/398,"One area where the technology falls behind is accuracy. Electrick isn’t as well-suited for writing or sketching as other touchpads, but with a margin of error of one centimeter it’s a fine alternative for simple buttons and sliders. ",TCO,unusable
http://purl.org/innovonto/ideas/chi19s1/265,Pizza Box That Separates Into Plates And Stores Leftovers,TCO,unusable
http://purl.org/innovonto/ideas/chi19s1/132,Put it on workout clothing to replace cellphones or tracking devices or music devices while exercising.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/350,"Use the coating on windows and tap on the window to identify people, cars, wildlife, etc.",TCO,usable
http://purl.org/innovonto/ideas/chi19s1/399,clothes can interact with your phone and computer,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/133,"You can have an athletic shirt sleeve that gives you feedback on your heart rate, perspiration amounts, breathing rate, etc.",TCO,usable
http://purl.org/innovonto/ideas/chi19s1/351,"On the outside of a house, as a video screen for security. People inside could see who is outside and communicate with them through the screen.",TCO,usable
http://purl.org/innovonto/ideas/chi19s1/134,"It could be used as a wall poster that can display any image you want, even moving images.",TCO,usable
http://purl.org/innovonto/ideas/chi19s1/352,"A touch display on the door of your fridge, on which you can take notes or see what's nearing the expiry date. ",TCO,usable
http://purl.org/innovonto/ideas/chi19s1/135,You can have a beach towel that displays weather information and also provides scenic images to lay on.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/220,You can people turn the floor in your workout spot into a display that foresees all the activities you are doing and calculate calories.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/353,Turn road signs into touchscreens for navigation and local information retrieval.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/136,It can be applied to a yoga mat to show the exact positions your body should be in for certain poses.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/354,Coat entire walls for theater movie experiences.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/221,Use the display as a scanner to see what types of insects are entering your home.,TCO,unusable
http://purl.org/innovonto/ideas/chi19s1/137,Applied to car exterior for customizable colors and styles.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/355,Place coating on student desks for study and notes.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/222,"instant gps
",TCO,unusable
http://purl.org/innovonto/ideas/chi19s1/440,Systems can make what we want and some of types get with it. So systems can change any into touch display.,TCO,unusable
http://purl.org/innovonto/ideas/chi19s1/356,able to transform any object or surface into a smart touch-sensitive one using nothing more than a fresh coat of paint. ,TCO,unusable
http://purl.org/innovonto/ideas/chi19s1/223,"digital medical personal medical history
",TCO,unusable
http://purl.org/innovonto/ideas/chi19s1/441,"Once upon a time, the way to get a computer to do something useful was to feed it a stack of cards with holes punched into them. Thankfully, things have moved on a lot since then. Now we can get our computers to do things simply by pointing and clicking with a mouse—or even by speaking ordinary commands with voice recognition software. But there's a revolution coming that will make computers even easier to use with touch sensitive screens.",TCO,unusable
http://purl.org/innovonto/ideas/chi19s1/138,Sports bars tables could become individual televisions. ,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/224,A touchscreen counter-top where you can look up recipes and watch cooking tutorials.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/357,"This coating would be revolutionary being applied to car windows, appliances, entertainment device screens; and even walls in the home or work.",TCO,usable
http://purl.org/innovonto/ideas/chi19s1/442,"A touch screen is a computer display screen that is also an input device. The screens are sensitive to pressure; a user interacts with the computer by touching pictures or words on the screen.

There are three types of touch screen technology:

Resistive: A resistive touch screen
Surface wave: Surface wave technology 
Capacitive: A capacitive touch screen ",TCO,unusable
http://purl.org/innovonto/ideas/chi19s1/139,Spray on a wall to play videos games.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/225,"computerized work desk
",TCO,usable
http://purl.org/innovonto/ideas/chi19s1/310,TV screen,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/443,"i work in machinery maintenance, we have to work in some very difficult environments where it is not always possible to take the machine manuals etc with us. I would use this coating to turn machine label boards into touch screen displays that will provide us with all the information about the machine.",TCO,usable
http://purl.org/innovonto/ideas/chi19s1/358,Apply to arms or chairs and couches for convenient access,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/444,I would provide this to teachers who can now turn white boards into large touch screens which would improve their teaching efficiency manifold. ,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/311,touchpad,TCO,unusable
http://purl.org/innovonto/ideas/chi19s1/226,health monitor,TCO,unusable
http://purl.org/innovonto/ideas/chi19s1/359,Apply to car dashboard for ease of access,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/312,laptop touch screen,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/445,Having it over a window in order to change the scenery when you look out the window.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/41,You could use it on all the windows in your home making every window in your home have a different scenery ,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/9,sleeve on your arm that allows you to control your phone or music,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/227,A teddy bear for toddlers that helped them tap what they wanted to say before they have the ability to speak. You could have pictures of objects.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/313,microoven,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/42,touchscreen in the bathroom to select water temperature and water pressure in the shower,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/228,personal holographs,TCO,unusable
http://purl.org/innovonto/ideas/chi19s1/446,Adding a touch display to your television. Able to swipe channels and zoom in and out of things.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/7,"coffee table that allows you to control your TV, music, home automation, etc",TCO,usable
http://purl.org/innovonto/ideas/chi19s1/229,"A touch display shower door, where one could turn on and adjust the water, change lighting, and even control music.",TCO,usable
http://purl.org/innovonto/ideas/chi19s1/314,washing machine,TCO,unusable
http://purl.org/innovonto/ideas/chi19s1/447,You could apply it on normal screen to make it become a touchscreen,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/400,Climbing wall that has augmented reality game,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/8,"vanity or bathroom mirror that shows news, time, weather, sports",TCO,usable
http://purl.org/innovonto/ideas/chi19s1/448,On mirror to take pictures of yourself. ,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/315,Desktop,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/401,A hidden room in your home. The display would have to be applied by the homeowner,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/5,drive-through menu,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/316,Home theatre,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/449,"You could apply it on a wall, and project on it external images, captured with a camera, making it become like a window",TCO,usable
http://purl.org/innovonto/ideas/chi19s1/6,shower curtain that shows you news and info,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/317,Projector,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/402,Monitor for medicine in a medicine cabinet,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/3,fishtank,TCO,unusable
http://purl.org/innovonto/ideas/chi19s1/439,Products have any type of glass. That can make the touch display. Actually maximum product have glass types.,TCO,unusable
http://purl.org/innovonto/ideas/chi19s1/306,You could make a list of food items you have in the fridge and check without having to open it. ,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/4,car window,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/307,You could check if your vehicle needs any maintenance without having to get in and start it. ,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/1,desktop surface,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/308,Apply to kitchen cabinets for displaying recipes while cooking. ,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/2,frosted window,TCO,unusable
http://purl.org/innovonto/ideas/chi19s1/309,mobile screen ,TCO,unusable
http://purl.org/innovonto/ideas/chi19s1/63,Turn the oven knobs into a touchscreen so that you can program it for cook times and temperature; even what type of food you are cooking.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/64,A touch screen display on the kitchen counter so you can look up recipes or cooking videos while cooking.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/170,smart home control system on the wall,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/60,A touch screen for certain closets so you dont have to go in and have everything already set up so you can find it with a search function.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/171,an expandable keyboard so i can adjust the spacing of the keys to fit my own hands,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/61,A bed that you could have a touch display on it.  This would be used to move the bed and contour it with the touch screen to make it most comfortable.,TCO,usable
